"","marker","JY001","JY002","JY003","JY004","JY005","JY006","JY007","JY008","JY009","JY010","JY011","JY012","JY013","JY014","JY015","JY016","JY017","JY018","JY019","JY020","JY021","JY022","JY023","JY024","JY025","JY026","JY027","JY028","JY029","JY030","JY031","JY032","JY033","JY034","JY035","JY036","JY037","JY038","JY039","JY040","JY041","JY042","JY043","JY044","JY045","JY046","JY047","JY048","JY049","JY050","JY051","JY052","JY053","JY054","JY055","JY056","JY057","JY058","JY059","JY060","JY061","JY062","JY063","JY064","JY065","JY066","JY067","JY068","JY069","JY070","JY071","JY072","JY073","JY074","JY075","JY076","JY077","JY078","JY079","JY080","JY081","JY082","JY083","JY084","JY085","JY086","JY087","JY088","JY089","JY090","JY091","JY092","JY093","JY094","JY095","JY096","JY097","JY098","JY099","JY100","JY101","JY102","JY103","JY104","JY105","JY106","JY107","JY108","JY109","JY110","JY111","JY112","JY113","JY114","JY115","JY116","JY117","JY118","JY119","JY120","JY121","JY122","JY123","JY124","JY125","JY126","JY127","JY128","JY129","JY130","JY131","JY132","JY133","JY134","JY135","JY136","JY137","JY138","JY139","JY140","JY141","JY142","JY143","JY144","JY145","JY146","JY147","JY148","JY149","JY150","JY151","JY152","JY153","JY154","JY155","JY156","JY157","JY158","JY159","JY160","JY161","JY162","JY163","JY164","JY165","JY166","JY167","JY168","JY169","JY170","JY171","JY172","JY173","JY174","JY175","JY176","JY177","JY178","JY179","JY180","JY181","JY182","JY183","JY184","JY185"
"1873","11_568867","B","B","A","A","B","B","A","B","B","A","A","B","A","A","B","A","B","A","A","B","A","B","A","A","B","A","A","B","A","B","A","B","A","B","A","B","A","B","A","A","A","B","B","B","A","A","B","B","A","A","B","A","B","B","A","B","B","A","A","B","B","A","B","A","B","B","B","B","A","A","A","A","A","B","B","A","A","A","A","A","B","A","B","A","A","A","A","A","A","A","B","B","B","A","A","B","A","-","B","A","A","B","B","A","A","B","A","A","A","B","B","A","A","A","A","B","A","B","A","A","B","B","B","A","A","B","A","A","A","B","A","A","A","B","B","-","B","B","A","B","A","B","A","B","B","A","B","A","B","A","A","A","B","A","B","B","A","H","B","B","B","B","B","B","B","A","A","B","A","A","B","A","A","B","A","B","B","A","-","B","-","A","B","B","B"
"1874","11_552182","B","B","A","A","H","B","A","B","B","A","A","B","A","A","B","A","B","A","A","B","H","B","A","A","B","A","A","B","A","B","A","B","A","B","A","B","A","B","A","A","A","B","B","B","A","A","B","B","A","H","B","A","B","B","A","H","A","A","A","B","B","A","B","A","B","B","B","B","A","A","A","A","A","H","B","A","A","A","A","A","B","A","B","A","A","A","A","A","A","A","B","B","B","A","A","B","A","B","B","A","A","B","B","A","A","B","A","A","A","B","A","A","A","A","A","B","A","B","A","A","B","H","B","A","A","A","A","A","A","B","A","A","A","B","B","H","B","B","A","B","A","B","A","B","B","A","B","A","B","A","A","A","B","A","B","B","A","A","B","B","A","B","B","B","B","A","A","B","A","A","B","A","A","A","A","B","B","A","B","B","B","A","B","B","B"
"1875","11_1090667","B","B","A","A","B","B","A","B","B","A","A","B","A","A","B","A","B","A","A","B","A","B","A","A","B","B","A","B","A","B","A","B","A","B","A","B","A","B","A","A","A","B","B","B","A","A","B","B","A","A","B","A","B","B","A","A","A","A","A","A","B","A","B","A","B","B","B","B","A","A","A","A","A","B","B","A","A","A","A","A","B","A","B","A","A","B","A","A","A","A","B","B","B","A","A","B","A","B","B","A","A","B","B","A","A","B","A","B","A","B","A","A","A","A","A","B","A","B","A","A","B","B","B","A","A","B","A","A","A","B","A","A","A","B","B","A","B","B","A","B","A","B","A","B","A","A","A","A","B","A","A","A","B","B","B","B","A","A","B","B","B","B","B","B","B","A","A","B","A","A","B","A","A","B","A","B","B","A","A","B","B","A","B","B","B"
"1876","11_1926460","B","B","B","A","B","B","A","B","B","A","A","B","A","A","B","H","B","A","A","B","A","B","A","A","B","B","A","B","A","B","A","B","A","B","A","B","A","B","A","A","A","B","B","B","H","A","B","B","A","A","B","A","B","B","A","A","A","A","A","A","B","A","B","A","B","B","B","B","A","A","B","A","A","B","B","A","A","A","A","A","B","A","B","A","A","B","A","A","A","A","B","B","B","A","A","B","A","B","B","A","A","B","B","A","A","B","A","A","A","B","A","A","A","A","A","B","A","B","A","A","B","H","B","A","A","B","A","A","B","B","A","A","A","-","B","A","B","B","A","B","A","B","A","B","A","A","A","A","B","A","A","A","B","B","B","B","A","A","B","B","B","B","B","B","B","A","A","B","A","A","B","A","A","B","A","B","B","A","-","B","H","A","A","-","B"
"1877","11_1705920","B","B","H","A","B","B","A","B","B","A","A","B","A","A","B","A","B","A","A","B","A","B","A","A","B","B","A","B","A","B","A","B","A","B","A","B","A","B","A","A","A","B","B","B","A","A","B","B","A","A","B","A","B","B","A","A","B","A","A","A","B","A","B","A","B","B","B","B","A","A","B","A","A","B","B","A","A","A","A","A","B","A","B","A","A","B","A","A","A","A","B","B","B","A","A","B","A","B","B","A","A","B","B","A","A","B","A","A","A","B","B","A","A","A","A","B","A","B","A","A","B","H","B","A","A","B","A","A","B","B","A","A","A","A","B","A","B","B","A","B","A","B","A","B","A","A","A","A","B","A","A","A","B","B","B","B","A","A","A","B","B","B","B","B","B","A","A","A","A","A","B","A","A","B","A","B","B","A","A","B","A","A","A","B","B"
"1878","11_2169120","B","H","B","A","B","B","A","B","B","A","A","A","A","A","B","A","B","A","A","B","A","B","A","A","B","B","A","A","A","B","A","B","A","H","A","B","A","B","A","A","A","B","B","B","A","A","B","B","A","A","B","A","B","B","A","A","A","A","A","A","B","A","B","A","A","B","B","B","A","A","B","A","A","H","B","A","A","A","A","A","B","A","B","A","A","B","A","A","A","A","B","H","B","A","A","B","A","A","B","A","A","A","H","A","A","B","A","A","A","B","A","A","A","A","A","B","A","B","A","A","B","A","B","A","A","H","A","A","B","H","A","A","A","A","B","A","B","B","A","B","A","B","A","B","A","A","A","A","B","A","A","A","B","B","B","B","A","B","H","B","B","B","B","B","B","A","A","B","A","A","B","A","A","B","A","B","B","A","A","B","A","H","A","A","A"
"1879","11_2207833","B","B","B","A","A","B","A","B","B","A","A","A","A","A","B","A","B","A","A","B","A","B","A","A","B","B","A","A","A","B","A","B","A","B","A","B","H","B","A","A","A","B","B","B","A","A","B","B","A","A","B","A","B","B","A","A","A","A","A","A","B","A","B","A","A","B","B","B","A","A","B","A","A","B","B","A","A","A","A","A","B","A","B","A","A","B","A","A","A","A","B","B","B","A","A","B","A","A","B","A","A","A","B","A","A","B","A","A","A","B","A","A","A","A","A","B","A","B","A","A","B","A","B","A","A","B","A","A","B","B","A","A","A","A","B","A","B","B","A","B","A","B","A","B","A","A","A","A","B","A","A","A","B","B","B","-","A","B","B","B","B","B","B","B","B","A","A","A","A","A","B","A","A","B","A","B","B","A","B","B","A","A","A","A","A"
"1880","11_2479586","B","B","B","A","A","B","A","B","B","A","A","A","A","A","B","A","B","A","A","B","A","B","A","A","B","H","A","A","A","B","A","B","A","B","A","B","A","B","A","A","A","B","B","B","A","A","B","B","A","A","B","A","B","B","A","A","A","A","A","A","B","A","B","A","A","B","B","A","A","A","B","A","A","B","B","A","A","A","A","A","B","A","B","A","A","B","A","A","A","A","B","B","B","B","A","B","A","B","B","A","A","A","B","A","A","B","A","A","A","B","A","A","A","B","A","B","A","B","A","A","B","B","B","A","A","B","A","A","B","B","A","A","A","A","-","A","B","B","A","B","A","B","A","B","A","A","A","A","B","A","A","A","B","B","B","B","A","B","B","B","B","B","B","B","B","A","A","B","A","H","B","A","A","B","A","B","B","A","A","B","A","A","A","A","A"
"1881","11_3045393","B","B","B","A","A","B","A","B","H","A","A","A","A","A","B","A","B","A","A","B","A","B","A","A","B","B","A","A","A","A","A","A","A","B","A","B","A","B","A","A","A","B","B","B","A","A","B","B","A","A","B","A","B","B","A","A","A","A","A","A","B","A","B","A","A","B","B","A","A","A","B","A","A","B","B","A","A","B","A","A","B","A","B","A","A","B","A","A","A","A","B","B","B","B","A","B","A","-","B","A","A","-","B","A","A","B","A","A","A","-","A","A","A","-","A","B","A","B","A","A","B","B","B","A","A","B","A","A","B","B","A","A","A","A","-","A","B","A","A","-","A","B","A","A","A","A","A","A","B","A","A","A","B","B","B","-","A","B","B","B","B","B","B","B","B","A","A","-","A","A","B","A","A","A","A","B","B","A","-","B","A","A","A","A","A"
"1882","11_2995367","B","B","B","A","A","B","A","B","B","A","A","A","A","A","B","A","B","A","A","B","A","B","A","A","B","B","A","A","A","A","A","B","A","B","A","B","A","B","A","A","A","B","B","B","A","A","B","B","A","A","B","A","B","B","A","A","A","A","A","A","B","A","B","A","A","B","B","A","A","A","B","A","A","B","B","A","A","B","A","A","B","A","B","A","A","B","A","A","A","A","B","B","B","B","A","B","A","B","B","A","A","A","H","A","A","B","A","A","A","A","A","A","A","A","A","B","A","B","A","A","B","B","B","A","A","B","A","A","B","B","A","A","A","A","B","A","B","A","A","A","A","B","A","A","A","A","A","A","B","A","A","A","B","B","B","-","A","B","B","B","B","B","B","B","B","A","A","B","A","A","B","A","A","A","A","B","B","A","B","B","A","A","A","A","A"
"1883","11_3120180","B","B","B","A","A","B","A","B","B","A","A","A","A","A","B","A","B","B","H","B","A","B","A","A","B","B","A","A","A","A","A","B","A","H","A","B","A","B","A","A","A","B","B","B","A","A","B","B","A","A","B","A","B","B","A","A","A","A","A","A","B","A","B","A","A","B","B","A","A","A","B","A","A","B","B","A","A","B","A","A","B","A","B","A","A","B","A","A","A","A","B","B","B","B","A","B","A","B","B","A","A","A","B","A","A","B","A","A","A","A","A","A","A","A","A","B","A","B","A","A","B","B","B","A","A","B","A","A","B","B","A","A","A","A","A","A","A","A","A","A","A","B","A","A","H","A","A","A","B","A","A","A","B","B","B","B","A","B","B","B","B","B","B","B","B","B","A","B","A","A","B","A","A","A","A","B","B","A","A","B","A","A","A","A","A"
"1884","11_3520074","B","B","B","A","A","B","A","B","A","A","B","A","A","A","B","A","B","B","A","B","A","B","A","A","B","B","A","A","A","A","A","B","A","B","A","B","A","B","A","A","A","B","B","B","A","A","B","B","A","A","B","A","B","B","A","A","A","A","A","A","B","A","B","A","A","B","B","A","A","A","B","A","A","B","B","A","A","B","H","A","B","A","B","A","A","B","A","A","A","A","B","B","B","B","A","B","A","B","B","A","A","A","B","A","A","B","A","A","A","A","A","A","B","A","A","B","A","B","A","A","B","B","B","A","A","B","A","A","B","B","A","A","A","A","A","A","A","A","A","A","A","B","A","A","A","A","A","A","B","A","A","A","B","B","B","A","A","B","B","B","B","B","B","B","B","A","A","H","A","A","B","A","A","A","A","B","B","A","B","B","A","A","A","A","A"
"1885","11_4193194","B","B","B","A","A","B","A","B","A","A","B","A","A","A","B","A","B","B","A","B","B","B","A","A","B","B","A","A","A","A","A","B","A","B","A","B","A","B","A","A","A","B","B","B","A","A","B","B","A","A","B","A","B","B","A","A","B","A","A","A","B","A","B","A","B","B","B","A","A","A","B","A","A","B","B","A","A","B","B","A","B","A","B","A","A","B","A","B","B","A","B","A","B","B","A","B","A","B","B","A","A","A","B","A","A","B","A","A","A","A","A","A","B","A","A","B","A","B","A","A","B","B","B","A","A","B","A","B","B","A","A","A","A","A","A","A","A","A","A","A","A","B","A","A","A","A","A","A","B","A","A","A","A","B","B","B","A","B","B","B","B","B","B","B","B","A","A","A","A","A","B","A","A","A","A","B","B","A","A","B","A","A","A","A","A"
"1886","11_4135793","B","B","B","A","A","B","A","B","A","A","B","A","A","A","B","-","B","B","A","B","B","B","A","A","B","B","A","A","A","A","A","B","A","B","A","B","A","B","A","A","A","B","B","B","A","A","B","B","A","A","B","A","B","B","-","B","B","A","A","A","B","A","B","A","B","B","B","A","A","A","B","A","A","B","B","A","A","B","B","A","B","A","B","A","A","B","A","B","-","A","B","A","B","B","A","B","A","-","B","A","A","A","B","A","A","B","A","A","A","A","A","A","B","A","A","B","A","B","A","A","B","B","B","A","A","B","A","B","B","B","A","A","H","A","A","B","A","A","A","A","A","B","A","A","A","A","A","A","B","A","A","A","A","B","B","-","A","B","B","B","B","B","B","H","B","A","A","B","A","A","B","A","A","A","A","B","B","A","B","B","A","A","A","A","A"
"1887","11_4365383","B","B","B","A","A","B","A","B","A","A","B","B","A","A","B","B","B","H","A","B","B","B","A","A","B","B","A","B","A","A","A","B","A","B","A","B","A","B","A","A","A","B","B","B","A","A","B","B","A","A","B","A","B","B","A","B","B","A","A","A","B","A","B","A","B","B","B","A","A","A","B","A","A","B","B","A","A","B","-","A","B","A","B","A","A","B","A","B","B","A","B","A","B","B","A","B","A","B","B","A","A","A","B","A","A","B","A","A","A","A","A","A","A","A","A","B","A","B","A","A","B","B","B","A","A","B","B","B","B","B","A","A","A","A","A","B","A","A","A","A","A","B","A","A","A","A","A","A","B","A","B","A","A","B","B","B","A","B","B","B","B","B","B","B","B","A","A","B","A","A","B","A","A","A","A","B","B","A","H","B","A","A","A","B","B"
"1888","11_4411768","B","B","B","A","A","B","A","B","A","A","B","B","A","A","B","B","B","B","A","B","B","B","A","A","B","B","H","B","A","A","A","B","A","B","A","B","A","B","A","A","A","B","B","B","A","A","B","B","A","A","B","A","B","B","A","A","A","A","A","A","B","A","B","A","A","B","B","A","A","A","B","A","A","B","B","A","A","B","A","A","B","A","B","A","A","B","A","B","B","A","B","A","B","B","A","B","A","B","B","A","A","A","B","A","A","B","A","B","A","A","A","A","A","A","A","B","A","B","A","A","B","B","B","A","A","B","B","B","B","B","A","A","A","A","A","A","A","A","A","A","A","B","A","A","A","A","A","A","B","A","B","A","A","B","B","B","A","B","B","B","B","B","B","B","B","A","A","B","A","A","B","A","H","A","A","B","B","A","A","B","A","A","A","B","B"
"1889","11_5037187","B","B","B","A","A","B","A","B","A","A","A","A","A","A","B","A","B","B","A","B","B","B","A","A","B","B","A","A","A","A","A","B","A","B","H","B","A","B","A","A","A","B","B","B","H","A","B","B","A","A","B","A","B","B","B","A","A","A","A","A","B","A","B","A","A","B","B","A","A","A","B","A","A","B","B","A","A","H","A","A","B","A","B","A","A","B","A","A","B","A","B","A","B","B","A","B","A","B","B","A","A","A","B","A","A","B","A","B","A","A","A","A","A","A","A","B","A","B","A","A","B","B","B","A","A","B","B","B","B","B","A","A","A","A","B","A","B","A","A","A","A","B","A","A","A","A","A","A","B","A","A","A","B","B","B","B","A","B","B","B","B","B","B","B","B","A","A","B","A","A","B","A","A","A","A","B","A","A","A","B","A","B","A","A","A"
"1890","11_5245870","B","B","B","A","A","B","A","B","A","A","A","A","A","A","B","A","B","B","A","B","B","B","A","A","B","B","A","A","A","A","A","B","A","B","A","B","A","B","A","A","A","B","B","B","A","A","B","B","A","A","B","A","H","H","B","A","A","A","A","B","B","A","B","A","A","A","B","A","A","A","B","A","A","B","B","A","A","B","A","A","B","A","B","A","A","B","A","A","B","A","B","A","B","B","A","B","A","-","B","A","A","A","B","A","A","B","A","B","A","A","A","A","A","A","A","B","A","B","A","A","B","B","B","A","A","H","B","B","B","B","A","A","B","A","B","H","B","A","A","A","A","B","A","B","A","A","A","A","H","A","A","A","B","B","B","B","A","B","B","B","B","B","A","B","B","A","A","-","A","A","B","A","A","A","A","B","A","A","A","B","A","B","A","A","A"
"1891","11_5421557","B","B","B","A","A","A","A","B","A","A","A","B","A","A","B","B","B","B","A","B","B","B","A","A","B","B","A","B","A","A","A","B","A","B","A","B","A","B","A","A","A","B","B","B","A","A","B","B","A","A","B","A","B","B","B","A","A","A","A","B","B","A","B","A","A","A","B","A","A","A","B","A","A","B","B","A","A","B","A","A","B","A","B","A","A","B","A","A","B","A","B","A","B","B","A","B","A","A","B","A","A","A","B","A","A","B","A","B","A","A","A","A","A","A","A","B","B","B","A","A","B","A","B","A","A","B","B","B","B","B","A","A","B","A","B","A","B","A","A","A","A","B","A","A","A","A","A","A","B","A","B","A","-","B","B","B","A","B","B","B","B","B","A","B","B","A","A","B","A","A","B","A","A","A","A","B","A","A","A","B","A","B","A","B","-"
"1892","11_5565666","B","B","B","A","A","A","A","B","A","A","A","A","A","A","B","A","B","B","A","B","B","B","A","A","B","B","A","A","A","A","A","A","A","B","A","B","A","B","A","A","A","B","B","B","A","A","B","B","A","A","B","A","B","B","B","A","A","B","A","B","B","A","B","A","A","A","B","A","A","A","B","A","A","B","B","A","A","B","A","A","B","A","B","A","A","B","A","A","B","A","B","A","B","B","A","B","A","B","B","A","A","A","B","A","A","B","A","B","A","A","A","A","A","A","A","B","B","B","A","A","B","B","B","A","A","B","B","B","B","B","A","A","B","A","B","A","B","A","A","A","A","H","B","A","A","A","A","A","B","A","A","A","B","B","B","B","A","B","B","B","B","B","A","B","B","H","A","B","A","A","B","A","A","A","A","B","A","A","A","B","A","B","A","A","A"
"1893","11_5621075","B","B","A","A","A","A","A","B","A","A","A","A","A","A","B","A","B","B","A","B","B","B","A","A","B","B","A","A","A","A","A","A","A","B","A","B","A","B","A","A","A","B","B","B","A","A","B","B","A","A","H","A","B","B","B","A","A","H","A","B","B","H","B","A","A","A","B","A","A","A","B","A","A","B","B","H","A","B","A","A","B","A","B","A","A","B","A","A","B","A","B","A","B","B","A","B","A","B","B","A","A","A","B","A","A","B","A","A","A","A","A","A","A","A","A","B","B","B","A","A","B","B","B","A","A","A","B","B","B","B","A","A","B","A","B","A","B","A","A","A","A","B","B","A","A","A","A","A","B","A","A","A","B","B","B","B","A","B","B","B","B","B","A","B","B","A","A","-","A","A","B","A","A","-","A","B","-","A","-","B","A","B","A","A","A"
"1894","11_6044005","B","B","A","A","A","A","A","B","A","A","A","A","A","A","B","A","B","B","A","B","B","B","A","A","B","B","A","A","A","A","A","A","A","B","A","B","A","A","A","A","A","B","B","B","A","A","B","B","A","A","B","A","B","B","B","A","A","B","A","B","B","A","B","A","A","A","B","A","A","A","B","A","A","B","B","B","A","B","A","A","B","A","B","A","A","B","A","A","B","A","B","A","B","B","A","B","A","B","B","A","A","B","B","A","A","B","A","A","A","A","A","A","A","B","A","B","B","B","A","A","B","A","B","A","A","B","B","B","B","B","A","A","B","A","B","A","B","A","A","A","A","B","B","B","A","A","A","A","B","A","A","A","B","B","B","B","A","B","B","B","B","B","A","B","B","A","A","A","A","A","B","A","A","A","A","B","A","A","A","B","A","B","A","A","A"
"1895","11_5860097","B","B","A","A","A","A","A","B","A","A","A","B","A","A","B","A","B","B","A","B","B","B","A","A","B","B","A","B","A","A","A","A","A","B","A","B","A","A","A","A","A","B","B","B","A","A","B","B","A","A","B","A","B","B","B","A","A","B","A","B","B","A","B","A","A","A","B","A","A","A","B","A","A","B","B","A","A","B","A","A","B","A","H","A","A","B","A","A","B","A","B","A","B","B","A","B","A","B","B","A","A","B","B","A","A","B","A","A","A","A","A","A","A","A","A","B","B","B","A","A","B","A","B","A","A","A","B","B","B","B","A","A","B","A","B","A","B","A","A","A","A","B","B","B","A","A","A","A","B","A","A","A","B","B","H","B","A","B","B","B","B","B","A","B","B","A","A","B","A","A","B","A","A","A","A","B","A","A","A","B","H","B","A","B","A"
"1896","11_5799026","B","B","A","A","A","A","A","B","A","A","A","A","A","A","B","B","B","B","A","B","B","B","A","A","B","B","A","A","A","A","A","A","A","B","A","B","A","B","A","A","A","B","B","B","A","A","B","B","A","A","B","A","B","B","B","A","B","B","A","B","B","A","B","A","A","A","B","A","A","A","B","A","A","B","B","A","A","B","A","A","B","A","B","A","A","B","A","A","B","A","B","A","B","B","A","B","A","B","B","A","A","-","B","A","A","B","A","A","A","A","A","A","A","A","A","B","B","B","A","A","B","H","B","A","A","B","B","A","B","B","A","A","B","A","B","A","B","A","A","A","A","B","B","B","A","A","A","A","B","A","A","A","B","B","B","B","A","B","B","B","B","B","A","B","B","A","A","B","A","A","B","A","A","B","A","B","A","A","A","B","A","B","A","A","B"
"1897","11_5811552","B","B","A","A","A","A","A","B","A","A","A","A","A","A","B","B","B","B","A","B","B","B","A","A","B","B","A","A","A","A","A","A","A","B","A","B","A","B","A","A","A","B","B","B","A","A","B","B","A","A","B","A","B","B","B","B","B","B","A","B","B","A","B","A","B","A","B","A","A","A","B","A","A","B","B","A","A","B","A","A","B","A","B","A","A","B","A","B","B","A","B","A","B","B","A","B","A","B","B","A","A","-","B","A","A","B","A","A","A","A","A","A","A","A","A","B","B","B","A","A","B","-","B","A","A","B","B","B","A","B","A","A","B","A","B","A","B","A","A","A","A","B","B","B","A","A","A","A","B","A","A","A","B","B","B","B","A","B","B","B","B","B","A","B","B","A","A","B","A","A","B","A","A","A","A","B","A","A","A","B","A","B","A","A","B"
"1898","11_5952294","B","B","A","A","A","A","A","B","A","A","A","B","A","A","B","B","B","B","A","B","B","B","A","A","B","B","A","B","A","A","A","A","A","B","A","B","A","A","A","A","A","B","B","B","A","A","B","B","A","A","B","A","H","B","B","H","B","B","A","B","B","A","B","A","B","A","B","A","A","A","B","A","A","B","B","A","A","B","A","A","B","A","B","A","A","B","A","B","B","A","B","A","B","B","A","B","A","B","B","A","A","B","B","A","A","B","A","A","A","A","A","A","A","A","A","B","B","B","A","A","B","A","B","A","A","B","B","B","B","B","A","A","B","A","B","A","B","A","A","A","A","B","B","H","A","A","A","A","B","A","H","A","B","B","B","A","A","B","B","B","B","B","A","B","B","A","A","B","A","A","B","A","A","A","A","B","A","A","B","B","A","B","A","B","B"
"1899","11_6197165","B","B","A","A","A","A","A","B","A","A","A","B","A","A","B","B","B","B","A","B","B","B","A","A","B","B","A","B","A","A","A","A","A","B","A","B","A","A","A","A","A","B","B","B","A","A","B","B","A","A","B","A","A","B","B","B","B","B","A","B","B","A","B","A","A","A","B","A","A","A","B","A","A","B","B","B","A","B","A","A","B","A","B","A","A","B","A","A","B","A","B","A","B","B","A","B","A","B","B","A","A","B","B","A","A","B","A","A","A","A","A","A","A","B","A","B","B","B","A","A","B","A","B","A","A","-","B","B","B","B","A","A","B","A","B","A","B","A","A","A","A","B","B","B","A","A","A","A","B","A","B","A","B","B","B","B","A","B","B","B","B","B","A","B","B","A","A","A","A","A","B","A","A","B","A","B","A","A","H","B","A","B","A","B","B"
"1900","11_6133119","B","B","A","A","A","A","A","B","A","A","A","A","A","A","B","B","B","B","A","B","B","B","A","A","B","B","A","B","A","A","A","A","A","B","A","B","A","A","A","A","A","B","B","B","A","A","B","B","A","A","B","A","B","B","B","A","B","B","A","B","B","A","B","A","A","A","B","A","A","A","B","A","A","B","B","B","A","B","A","A","B","A","B","A","A","B","A","A","B","A","B","A","B","B","A","B","A","B","B","A","A","B","B","A","A","B","A","A","A","A","A","A","A","B","A","B","B","B","A","A","B","A","B","A","A","B","B","B","B","B","A","A","B","A","B","A","B","A","A","A","A","H","B","B","A","A","A","A","B","A","B","A","B","B","B","A","A","B","B","B","B","B","A","B","B","A","A","H","A","A","B","A","A","A","A","B","A","A","B","B","A","B","A","A","B"
"1901","11_6525561","B","B","A","A","A","A","B","B","A","A","A","A","A","A","B","B","B","B","A","B","B","B","A","A","B","B","A","B","A","A","A","A","A","B","A","B","A","A","A","A","A","B","B","B","A","A","B","B","A","A","B","A","B","B","B","H","B","B","A","B","B","A","B","H","A","A","B","A","A","A","A","A","A","B","B","B","A","B","A","A","B","A","B","A","B","B","A","A","B","A","B","A","B","B","A","B","A","B","B","A","A","B","A","A","A","A","A","B","A","A","A","A","A","B","A","B","B","-","A","A","B","A","B","A","A","B","B","B","B","B","H","A","B","A","B","A","B","A","A","A","A","B","B","A","A","B","A","A","B","H","B","A","B","B","B","B","A","A","B","B","B","B","A","B","B","A","A","A","A","A","B","A","A","H","A","B","A","A","B","B","A","B","A","A","B"
"1902","11_6783401","B","B","A","A","A","A","B","B","A","A","A","A","A","A","B","B","B","B","A","B","B","B","A","A","B","B","A","B","A","A","A","A","A","B","A","A","A","A","B","A","A","B","B","B","A","A","B","B","A","A","A","A","B","B","B","B","B","B","A","B","B","A","B","A","A","A","B","A","A","A","A","A","A","B","H","B","A","B","A","A","B","A","B","A","B","B","A","A","B","B","B","A","B","B","A","B","A","B","B","A","A","B","A","A","A","A","A","B","A","A","A","B","A","B","A","A","B","B","B","A","B","A","B","A","A","B","B","B","B","B","A","A","B","A","B","A","B","A","A","A","A","B","B","A","A","B","A","A","B","A","B","A","B","B","B","B","A","A","B","B","A","B","A","B","B","A","A","-","A","A","B","A","B","H","A","B","A","A","B","B","A","B","A","A","B"
"1903","11_6783662","B","B","A","A","A","A","B","B","A","A","A","B","A","A","B","B","B","B","A","B","B","B","A","A","B","B","A","B","A","A","A","A","A","B","A","A","A","A","B","A","A","B","B","B","A","A","B","B","A","A","A","A","B","B","B","B","B","B","A","B","B","A","B","A","A","A","B","A","A","A","A","A","A","B","B","B","A","B","A","A","B","A","B","A","B","B","A","A","B","B","B","A","B","B","A","B","A","B","B","A","A","B","A","A","A","A","A","B","A","A","A","B","A","B","A","B","B","-","-","A","B","A","B","A","A","B","-","B","B","B","A","A","B","A","B","A","B","A","A","A","A","B","B","A","A","B","A","A","B","A","B","A","B","B","B","B","A","A","B","B","-","B","A","B","B","A","A","-","A","A","B","A","-","B","A","B","A","A","A","B","A","B","A","B","B"
"1904","11_6884131","B","B","A","A","A","A","B","B","A","A","A","B","A","A","B","B","B","B","A","B","B","B","A","A","B","B","A","B","A","A","A","A","A","B","A","A","A","A","B","A","A","B","B","B","A","A","B","B","A","A","A","A","B","B","B","B","B","B","A","B","B","A","B","A","A","A","B","A","A","A","A","A","A","B","H","B","A","B","A","A","B","A","B","A","B","B","A","A","B","B","B","A","B","B","A","B","A","A","B","A","A","B","A","A","A","A","A","B","A","A","A","B","A","B","A","B","B","A","B","A","B","A","B","A","A","B","B","B","B","B","A","A","B","A","B","B","B","A","A","A","A","B","B","-","A","B","A","A","B","A","B","A","B","B","B","-","A","A","B","B","-","B","A","B","B","A","A","B","A","A","B","A","-","-","A","B","A","A","B","B","A","B","A","-","B"
"1905","11_6934045","B","B","A","A","A","A","B","B","A","A","A","A","A","A","B","B","B","B","A","B","B","B","A","A","B","B","A","B","A","A","A","A","A","B","A","A","A","A","B","A","A","B","B","B","A","A","B","B","A","A","A","A","H","B","B","H","B","B","A","B","B","A","B","A","A","A","A","A","A","A","A","A","A","B","B","B","A","B","A","A","B","A","B","A","B","B","A","A","B","B","B","A","B","B","A","B","A","A","B","A","A","B","A","A","A","A","A","B","A","A","A","B","A","B","A","B","B","A","B","A","B","A","B","A","A","B","B","B","B","B","A","A","B","A","B","A","B","A","A","A","A","B","B","A","A","B","A","A","B","H","B","A","B","B","B","B","A","A","B","B","B","B","A","B","B","A","A","B","A","A","B","A","B","H","A","B","A","A","A","B","H","B","A","B","B"
"1906","11_6930346","B","B","A","A","A","A","B","B","A","A","A","A","A","A","B","B","B","H","A","B","B","B","A","A","B","B","A","B","A","A","A","A","A","B","A","A","A","A","B","A","A","B","B","B","A","A","B","B","H","A","A","A","B","B","B","B","B","B","A","B","B","A","B","A","A","A","A","A","A","A","A","A","H","B","B","B","H","B","A","A","B","A","B","A","B","B","A","A","B","B","B","A","B","B","A","B","A","A","B","A","A","B","A","A","A","A","A","B","A","A","A","B","A","B","A","B","B","A","B","A","B","A","B","A","A","B","B","B","B","B","A","A","B","A","B","A","B","A","A","A","A","B","B","A","A","B","A","A","B","A","B","A","B","B","B","B","A","H","B","B","B","B","A","B","B","A","A","B","A","A","B","A","B","A","A","B","A","A","H","B","A","B","A","A","B"
