Nr	Group	Position	Locus	LOD	X..Iter.	mu_A	mu_H	mu_B	Variance	X..Expl.	Additive	GIC	traits	number	selected	physical	phy_se
4742	12	297.831	12_38723760	2.56	1	16.1559	17.7585	19.361	28.8703	8.1	-1.60255	0.997	Pod_number_5_node_2013	302822	TRUE	38.72376	TRUE
5348	13	414.176	13_37903175	3.03	1	15.883	17.6283	19.3736	28.4248	9.5	-1.74527	0.982	Pod_number_5_node_2013	303428	TRUE	37.903175	TRUE
6461	16	170.018	16_31358825-16_31560528	2.57	1	16.2273	17.87	19.5127	28.8557	8.1	-1.64275	0.97	Pod_number_5_node_2013	304541	TRUE	31.358825	TRUE
7589	19	78.837	19_23087203-19_24686974	2.21	1	16.2736	17.7836	19.2936	29.2034	7	-1.51001	0.981	Pod_number_5_node_2013	305669	TRUE	23.087203	TRUE
7607	19	90.473	19_5769433	2.22	1	16.3836	17.8997	19.4157	29.1957	7	-1.51608	0.995	Pod_number_5_node_2013	305687	TRUE	5.769433	TRUE
7636	19	107.995	19_29353848	2.19	1	16.4188	17.9104	19.402	29.2262	6.9	-1.49158	1	Pod_number_5_node_2013	305716	TRUE	29.353848	TRUE
7855	19	275.221	19_46856587	4.83	1	20.2606	18.0591	15.8575	26.7936	14.7	2.20157	1	Pod_number_5_node_2013	305935	TRUE	46.856587	TRUE
399	2	4.574	02_843536	2.45	1	14.3281	13.6773	13.0266	6.27359	6.1	0.650757	0.998	Petiole_length_2013	306759	TRUE	0.843536	TRUE
1591	5	149.279	05_27809193-	2.01	1	14.361	13.7532	13.1453	6.34514	5	0.607858	0.914	Petiole_length_2013	307951	TRUE	27.809193	TRUE
2507	7	163.171	07_15769765	2.52	1	14.3625	13.7129	13.0634	6.26271	6.2	0.649547	1	Petiole_length_2013	308867	TRUE	15.769765	TRUE
2567	7	209.345	07_26551205	3.63	1	14.4452	13.6691	12.8929	6.08686	8.9	0.776173	0.985	Petiole_length_2013	308927	TRUE	26.551205	TRUE
2595	7	228.564	07_35541403	2.48	1	14.3626	13.7092	13.0558	6.26975	6.1	0.653382	1	Petiole_length_2013	308955	TRUE	35.541403	TRUE
2821	8	74.834	08_6246524	3.22	1	14.4496	13.7156	12.9815	6.15129	7.9	0.73405	0.997	Petiole_length_2013	309181	TRUE	6.246524	TRUE
4351	12	12.251	12_925179	2.32	1	13.0875	13.7168	14.3462	6.29474	5.8	-0.629363	1	Petiole_length_2013	310711	TRUE	0.925179	TRUE
4759	12	312.029	12_37317751	4.88	1	14.5803	13.6882	12.7961	5.89584	11.7	0.892109	0.987	Petiole_length_2013	311119	TRUE	37.317751	TRUE
5368	13	427.565	13_39579307	3.01	1	14.4774	13.7686	13.0597	6.18403	7.4	0.708887	0.995	Petiole_length_2013	311728	TRUE	39.579307	TRUE
5969	15	113.457	15_9423838-15_9805981	7.68	1	14.7795	13.6716	12.5636	5.48876	17.8	1.10793	0.977	Petiole_length_2013	312329	TRUE	9.423838	TRUE
7114	18	104.126	18_6425494	3.21	1	14.489	13.7474	13.0058	6.15231	7.9	0.741573	0.999	Petiole_length_2013	313474	TRUE	6.425494	TRUE
2428	7	108.541	07_9162463	2.01	1	17.8621	16.4329	15.0037	37.3698	5	1.42923	0.972	Petiole_length_2012	317068	TRUE	9.162463	TRUE
7074	18	75.593	18_3972589	2.52	1	17.8544	16.2646	14.6748	36.8769	6.3	1.58978	1	Petiole_length_2012	321714	TRUE	3.972589	TRUE
326	1	246.517	01_51990189	3.46	1	10.5159	10.0608	9.60572	2.15977	8.5	0.455072	1	Leaf_length_2012	323246	TRUE	51.990189	TRUE
2874	8	114.23	08_10412148	2.4	1	10.4283	10.0517	9.67511	2.21974	6	0.376612	0.996	Leaf_length_2012	325794	TRUE	10.412148	TRUE
3663	10	72.61	10_3690505-10_3914161	2.14	1	10.4037	10.0376	9.67144	2.23431	5.4	0.366134	0.953	Leaf_length_2012	326583	TRUE	3.690505	TRUE
5975	15	117.232	15_9994099	5.69	1	10.5763	10.0058	9.43537	2.03961	13.6	0.570442	0.994	Leaf_length_2012	328895	TRUE	9.994099	TRUE
7012	18	24.554	18_1235391	2.36	1	10.3658	9.98462	9.60343	2.22163	5.9	0.381186	1	Leaf_length_2012	329932	TRUE	1.235391	TRUE
7123	18	110.853	18_7050498	2.06	1	10.3967	10.0427	9.68869	2.23919	5.2	0.35402	1	Leaf_length_2012	330043	TRUE	7.050498	TRUE
7954	20	9.973	20_516553	2.01	1	10.4346	10.0834	9.73222	2.2421	5	0.35119	0.973	Leaf_length_2012	330874	TRUE	0.516553	TRUE
989	3	211.616	03_40184961	2.28	1	9.61107	9.866	10.1209	0.964615	6.2	-0.254927	1	Leaf_length_2013	332189	TRUE	40.184961	TRUE
1794	5	306.998	05_40937664	2.58	1	10.0702	9.7941	9.51797	0.956654	7	0.276126	1	Leaf_length_2013	332994	TRUE	40.937664	TRUE
1866	6	42.801	06_3926786	2.29	1	9.60699	9.86126	10.1155	0.964327	6.2	-0.254269	1	Leaf_length_2013	333066	TRUE	3.926786	TRUE
2937	8	159.807	08_13936665	2	1	10.0544	9.81634	9.57826	0.972359	5.5	0.238083	1	Leaf_length_2013	334137	TRUE	13.936665	TRUE
3697	10	98.564	10_6889481	3.57	1	10.1655	9.84921	9.53295	0.930406	9.5	0.316259	1	Leaf_length_2013	334897	TRUE	6.889481	TRUE
4685	12	251.717	12_34488297-12_34620059	2.58	1	10.1249	9.84917	9.57343	0.956746	7	0.275749	0.958	Leaf_length_2013	335885	TRUE	34.488297	TRUE
5907	15	68.322	15_6037184	2.73	1	10.0949	9.81761	9.54032	0.952575	7.4	0.277288	1	Leaf_length_2013	337107	TRUE	6.037184	TRUE
5999	15	136.843	15_11693710	3.08	1	10.1509	9.85576	9.5606	0.943239	8.3	0.295161	1	Leaf_length_2013	337199	TRUE	11.69371	TRUE
7030	18	40.807	18_1826027-18_1935303	2.91	1	10.0907	9.80112	9.51155	0.947709	7.9	0.289571	0.988	Leaf_length_2013	338230	TRUE	1.826027	TRUE
7411	18	317.504	18_55172118	2.62	1	9.59071	9.86356	10.1364	0.955465	7.1	-0.272852	0.993	Leaf_length_2013	338611	TRUE	55.172118	TRUE
1858	6	36.446	06_3488983	2.73	1	1.72495	1.79805	1.87115	0.0661774	7.4	-0.0731011	0.996	Radio_leaf_length_width_2013	341338	TRUE	3.488983	TRUE
2250	6	342.484	06_49054075-06_49417463	3	1	1.87213	1.79289	1.71366	0.0656806	8.1	0.0792356	0.93	Radio_leaf_length_width_2013	341730	TRUE	49.054075	TRUE
4140	11	106.963	11_9174751	3.32	1	1.86841	1.78676	1.70512	0.0650961	8.9	0.0816464	0.994	Radio_leaf_length_width_2013	343620	TRUE	9.174751	TRUE
4226	11	173.466	11_25298311	2.46	1	1.86109	1.79175	1.72241	0.0666917	6.7	0.0693373	0.993	Radio_leaf_length_width_2013	343706	TRUE	25.298311	TRUE
4314	11	247.481	11_34632810	2.04	1	1.87017	1.80568	1.74119	0.0674663	5.6	0.064494	0.994	Radio_leaf_length_width_2013	343794	TRUE	34.63281	TRUE
4461	12	96.374	12_5932289	3.46	1	1.87751	1.79565	1.71379	0.0648339	9.3	0.0818616	0.995	Radio_leaf_length_width_2013	343941	TRUE	5.932289	TRUE
4688	12	253.817	12_34732042	2.36	1	1.86342	1.79514	1.72686	0.0668767	6.4	0.0682804	1	Radio_leaf_length_width_2013	344168	TRUE	34.732042	TRUE
4859	13	45.554	13_13930912	2.43	1	1.86199	1.79261	1.72322	0.066732	6.6	0.0693843	1	Radio_leaf_length_width_2013	344339	TRUE	13.930912	TRUE
5288	13	370.456	13_35473636	3.77	1	1.87815	1.79316	1.70817	0.0642784	10	0.0849894	1	Radio_leaf_length_width_2013	344768	TRUE	35.473636	TRUE
5591	14	64.485	14_6578257	2.11	1	1.72679	1.79144	1.85608	0.0673386	5.8	-0.0646443	0.99	Radio_leaf_length_width_2013	345071	TRUE	6.578257	TRUE
6425	16	141.582	16_27013749	4.92	1	1.68199	1.77966	1.87733	0.0622322	12.9	-0.0976729	0.998	Radio_leaf_length_width_2013	345905	TRUE	27.013749	TRUE
7876	19	290.524	19_48052139	3.46	1	1.70369	1.78641	1.86912	0.0648419	9.3	-0.0827161	0.987	Radio_leaf_length_width_2013	347356	TRUE	48.052139	TRUE
8139	20	143.307	20_31924120-20_32244031	2.09	1	1.85996	1.79522	1.73048	0.0673762	5.7	0.0647417	0.989	Radio_leaf_length_width_2013	347619	TRUE	31.92412	TRUE
42	1	31.358	01_1818967-01_2001706	2.53	1	7.01582	6.67718	6.33854	1.4804	6.3	0.338636	0.874	Leaf_width_2012	347802	TRUE	1.818967	TRUE
335	1	252.439	01_52952506	2.49	1	7.01025	6.6933	6.37635	1.482	6.2	0.316948	1	Leaf_width_2012	348095	TRUE	52.952506	TRUE
2826	8	77.659	08_6640926	2.95	1	6.96196	6.61674	6.27152	1.46449	7.3	0.34522	1	Leaf_width_2012	350586	TRUE	6.640926	TRUE
3335	9	127.077	09_17503297	2.17	1	6.95783	6.6596	6.36137	1.49403	5.4	0.298231	0.984	Leaf_width_2012	351095	TRUE	17.503297	TRUE
3364	9	147.63	09_28761437	2.01	1	6.95921	6.67652	6.39383	1.50049	5	0.282688	0.998	Leaf_width_2012	351124	TRUE	28.761437	TRUE
3395	9	170.527	09_33799475-	2	1	6.9585	6.65518	6.35187	1.5009	5	0.303314	0.865	Leaf_width_2012	351155	TRUE	33.799475	TRUE
4017	11	12.598	11_1926460	2.9	1	6.98422	6.64182	6.29943	1.46655	7.2	0.342395	0.994	Leaf_width_2012	351777	TRUE	1.92646	TRUE
5107	13	235.067	13_27372003	2.21	1	6.39168	6.71367	7.03567	1.49264	5.5	-0.321996	0.997	Leaf_width_2012	352867	TRUE	27.372003	TRUE
5975	15	117.232	15_9994099	4.22	1	7.03877	6.63309	6.22742	1.41744	10.3	0.405673	0.994	Leaf_width_2012	353735	TRUE	9.994099	TRUE
6421	16	138.673	16_26791104	2.34	1	6.99607	6.68902	6.38197	1.48775	5.8	0.30705	0.994	Leaf_width_2012	354181	TRUE	26.791104	TRUE
29	1	19.559	01_1338361-01_1482464	2.95	1	5.85053	5.61121	5.37189	0.626325	7.9	0.239323	0.965	Leaf_width_2013	356069	TRUE	1.338361	TRUE
1714	5	244.786	05_36851477-05_37156840	2.48	1	5.78188	5.55718	5.33249	0.634618	6.7	0.224692	0.933	Leaf_width_2013	357754	TRUE	36.851477	TRUE
3335	9	127.077	09_17503297	2.23	1	5.7961	5.58898	5.38186	0.639038	6.1	0.207119	0.984	Leaf_width_2013	359375	TRUE	17.503297	TRUE
3359	9	143.447	09_28486029	2.24	1	5.81265	5.60169	5.39072	0.63889	6.1	0.210964	0.983	Leaf_width_2013	359399	TRUE	28.486029	TRUE
3420	9	191.551	09_35873104-09_37357930	2.09	1	5.79865	5.5899	5.38114	0.641637	5.7	0.208752	0.883	Leaf_width_2013	359460	TRUE	35.873104	TRUE
3506	9	263.279	09_43711049-09_44197778	2.58	1	5.79764	5.57095	5.34425	0.632881	7	0.226695	0.939	Leaf_width_2013	359546	TRUE	43.711049	TRUE
4167	11	127.866	11_10519451-11_10211933	2.27	1	5.39389	5.6059	5.81791	0.638304	6.2	-0.21201	0.955	Leaf_width_2013	360207	TRUE	10.519451	TRUE
4226	11	173.466	11_25298311	2.21	1	5.3923	5.59545	5.7986	0.639489	6	-0.203146	0.993	Leaf_width_2013	360266	TRUE	25.298311	TRUE
5288	13	370.456	13_35473636	3.04	1	5.35436	5.59108	5.8278	0.624701	8.2	-0.23672	1	Leaf_width_2013	361328	TRUE	35.473636	TRUE
5920	15	77.022	15_6671036	3.18	1	5.81078	5.56905	5.32731	0.622253	8.5	0.241735	1	Leaf_width_2013	361960	TRUE	6.671036	TRUE
6421	16	138.673	16_26791104	6.07	1	5.94885	5.61895	5.28905	0.573776	15.7	0.329901	0.994	Leaf_width_2013	362461	TRUE	26.791104	TRUE
7539	19	38.213	19_2405229-19_2680406	2.14	1	5.78682	5.5789	5.37098	0.640772	5.8	0.207922	0.908	Leaf_width_2013	363579	TRUE	2.405229	TRUE
7876	19	290.524	19_48052139	2.38	1	5.82154	5.60818	5.39483	0.636377	6.5	0.213353	0.987	Leaf_width_2013	363916	TRUE	48.052139	TRUE
334	1	251.942	01_52996367-01_52952506	3.21	1	75.2491	68.7061	62.1631	473.394	7.9	6.54296	0.967	Leaf_area_2012	372934	TRUE	52.996367	TRUE
2828	8	79.165	08_6777397	2.77	1	73.3967	67.3579	61.3191	478.811	6.8	6.03879	0.994	Leaf_area_2012	375428	TRUE	6.777397	TRUE
3660	10	70.047	10_3383200	2.27	1	73.3356	67.9267	62.5178	484.927	5.6	5.40889	1	Leaf_area_2012	376260	TRUE	3.3832	TRUE
5975	15	117.232	15_9994099	5.35	1	75.763	67.6051	59.4472	448.163	12.8	8.15792	0.994	Leaf_area_2012	378575	TRUE	9.994099	TRUE
30	1	20.056	01_1482464	3.39	1	25.0138	23.6432	22.2727	19.4256	8.7	1.37057	1	Leaf_area_2013	380910	TRUE	1.482464	TRUE
5918	15	75.504	15_6651199	3.22	1	24.7063	23.3673	22.0282	19.5133	8.3	1.33908	1	Leaf_area_2013	386798	TRUE	6.651199	TRUE
5999	15	136.843	15_11693710	3.42	1	24.9084	23.5318	22.1553	19.4099	8.7	1.37652	1	Leaf_area_2013	386879	TRUE	11.69371	TRUE
6400	16	123.922	16_16264322	2.04	1	24.6355	23.5517	22.4678	20.1382	5.3	1.08384	0.999	Leaf_area_2013	387280	TRUE	16.264322	TRUE
6420	16	138.284	16_24928269-16_26791104	2.89	1	24.8817	23.5973	22.3129	19.6843	7.5	1.28439	0.972	Leaf_area_2013	387300	TRUE	24.928269	TRUE
7009	18	21.914	18_1051123	2.52	1	24.5327	23.3392	22.1458	19.8799	6.5	1.19348	0.997	Leaf_area_2013	387889	TRUE	1.051123	TRUE
734	3	13.983	03_314515-03_214333	2.09	1	1.41214	1.45966	1.50719	0.0365446	5.3	-0.0475288	0.912	Linolenic_acid_2012	389894	TRUE	0.314515	TRUE
2089	6	220.397	06_18597849	9.85	1	1.38109	1.47671	1.57232	0.0299004	22.5	-0.095615	0.993	Linolenic_acid_2012	391249	TRUE	18.597849	TRUE
2158	6	271.344	06_42113786	5.99	1	1.3867	1.46117	1.53565	0.0330371	14.4	-0.0744778	1	Linolenic_acid_2012	391318	TRUE	42.113786	TRUE
2852	8	97.096	08_9020859-08_9336594	5.13	1	1.52337	1.4511	1.37883	0.0337792	12.4	0.0722742	0.944	Linolenic_acid_2012	392012	TRUE	9.020859	TRUE
2967	8	182.418	08_15915971-08_16468004	2.24	1	1.50099	1.45257	1.40415	0.0364025	5.6	0.048418	0.959	Linolenic_acid_2012	392127	TRUE	15.915971	TRUE
3204	9	31.954	09_2556374	5.09	1	1.52031	1.44997	1.37963	0.0338172	12.3	0.0703372	1	Linolenic_acid_2012	392364	TRUE	2.556374	TRUE
4792	12	338.142	12_35571238-12_35756931	2.13	1	1.40989	1.45661	1.50333	0.0365063	5.4	-0.0467203	0.958	Linolenic_acid_2012	393952	TRUE	35.571238	TRUE
5864	15	34.551	15_2321231-15_3380704	2.07	1	1.49766	1.45013	1.4026	0.0365704	5.2	0.0475305	0.928	Linolenic_acid_2012	395024	TRUE	2.321231	TRUE
6579	17	22.123	17_138125	2	1	1.50611	1.46166	1.41721	0.0366329	5	0.0444529	1	Linolenic_acid_2012	395739	TRUE	0.138125	TRUE
6780	17	171.394	17_13134063-17_13378635	2.16	1	1.41706	1.46488	1.5127	0.0364804	5.4	-0.0478213	0.936	Linolenic_acid_2012	395940	TRUE	13.134063	TRUE
8028	20	69.367	20_2916159	5.38	1	1.53545	1.46387	1.3923	0.0335686	13	0.0715742	0.991	Linolenic_acid_2012	397188	TRUE	2.916159	TRUE
8070	20	96.148	20_18784152	5.05	1	1.53154	1.46234	1.39313	0.033854	12.2	0.0692042	0.995	Linolenic_acid_2012	397230	TRUE	18.784152	TRUE
8107	20	121.683	20_25768829	4.33	1	1.52839	1.46387	1.39936	0.034487	10.6	0.0645134	0.995	Linolenic_acid_2012	397267	TRUE	25.768829	TRUE
8152	20	151.337	20_33507017	4.09	1	1.52002	1.45761	1.39521	0.034707	10	0.0624035	1	Linolenic_acid_2012	397312	TRUE	33.507017	TRUE
2088	6	219.722	06_17830223-06_18597849	5.92	1	1.90787	2.11942	2.33098	0.248717	14.2	-0.211554	0.958	Oleic_acid_2012	399528	TRUE	17.830223	TRUE
2154	6	268.273	06_39743079	4.79	1	1.91704	2.10305	2.28905	0.256144	11.6	-0.186005	1	Oleic_acid_2012	399594	TRUE	39.743079	TRUE
2831	8	81.663	08_7270752-08_6790859	8.27	1	2.30434	2.05332	1.8023	0.234075	19.3	0.251023	0.954	Oleic_acid_2012	400271	TRUE	7.270752	TRUE
2969	8	183.557	08_16764000	2.05	1	2.19488	2.07178	1.94868	0.27495	5.2	0.123098	1	Oleic_acid_2012	400409	TRUE	16.764	TRUE
4028	11	21.126	11_2479586-11_3045393	2.43	1	2.20006	2.06022	1.92039	0.272224	6.1	0.139833	0.939	Oleic_acid_2012	401468	TRUE	2.479586	TRUE
4910	13	80.799	13_17332788	2.84	1	2.22962	2.08539	1.94116	0.269352	7.1	0.144231	1	Oleic_acid_2012	402350	TRUE	17.332788	TRUE
5886	15	51.149	15_4573538	9.19	1	2.29534	2.04403	1.79273	0.228566	21.2	0.251302	1	Oleic_acid_2012	403326	TRUE	4.573538	TRUE
6050	15	178.904	15_14363272-15_14527333	2.52	1	2.23229	2.0914	1.9505	0.271589	6.3	0.140899	0.936	Oleic_acid_2012	403490	TRUE	14.363272	TRUE
6119	15	223.948	15_27888548	2.18	1	2.20511	2.06922	1.93332	0.274005	5.5	0.1359	0.989	Oleic_acid_2012	403559	TRUE	27.888548	TRUE
6179	15	268.989	15_48256093	2.88	1	2.23405	2.08869	1.94332	0.269059	7.2	0.145366	1	Oleic_acid_2012	403619	TRUE	48.256093	TRUE
8028	20	69.367	20_2916159	4.92	1	2.28417	2.09586	1.90754	0.255236	12	0.188312	0.991	Oleic_acid_2012	405468	TRUE	2.916159	TRUE
8083	20	107.172	20_24388175-20_20778524	4.37	1	2.27735	2.09658	1.91581	0.258889	10.7	0.180769	0.967	Oleic_acid_2012	405523	TRUE	24.388175	TRUE
8128	20	135.955	20_30128509	4.96	1	2.27732	2.08827	1.89921	0.254965	12.1	0.189056	0.99	Oleic_acid_2012	405568	TRUE	30.128509	TRUE
8215	20	203.517	20_37787855	2.68	1	2.20235	2.06159	1.92083	0.270519	6.7	0.140762	1	Oleic_acid_2012	405655	TRUE	37.787855	TRUE
405	2	9.056	02_1417421	2.06	1	7.21405	6.96191	6.70976	1.14416	5.2	0.252146	1	Linoleic_acid_2012	406125	TRUE	1.417421	TRUE
507	2	86.52	02_8762391-02_9453902	2.69	1	7.24586	6.94761	6.64935	1.12555	6.7	0.298255	0.953	Linoleic_acid_2012	406227	TRUE	8.762391	TRUE
688	2	228.159	02_40130569-02_40934117	2.35	1	7.22459	6.93631	6.64803	1.13535	5.9	0.288279	0.905	Linoleic_acid_2012	406408	TRUE	40.130569	TRUE
2088	6	219.722	06_17830223-06_18597849	11.64	1	6.50784	7.09168	7.67551	0.892921	26	-0.583835	0.958	Linoleic_acid_2012	407808	TRUE	17.830223	TRUE
2154	6	268.273	06_39743079	7.03	1	6.58628	7.03977	7.49325	1.00595	16.6	-0.453483	1	Linoleic_acid_2012	407874	TRUE	39.743079	TRUE
2189	6	292.516	06_45200816	2.66	1	6.71846	7.00663	7.29479	1.12626	6.7	-0.288165	1	Linoleic_acid_2012	407909	TRUE	45.200816	TRUE
2836	8	84.596	08_7612869-08_7656665	8.69	1	7.44117	6.93753	6.43388	0.963824	20.1	0.503646	0.976	Linoleic_acid_2012	408556	TRUE	7.612869	TRUE
3205	9	32.954	09_2556374-09_2966837	4.43	1	7.33133	6.95014	6.56894	1.07598	10.8	0.381196	0.932	Linoleic_acid_2012	408925	TRUE	2.556374	TRUE
3932	10	279.335	10_45286714-	2.14	1	7.27172	6.98378	6.69585	1.14152	5.4	0.287933	0.789	Linoleic_acid_2012	409652	TRUE	45.286714	TRUE
4202	11	155.446	11_12818547	2.03	1	7.27096	7.01691	6.76286	1.14505	5.1	0.25405	0.995	Linoleic_acid_2012	409922	TRUE	12.818547	TRUE
4271	11	212.124	11_29740152	2.99	1	7.32139	7.01511	6.70883	1.11696	7.4	0.30628	0.983	Linoleic_acid_2012	409991	TRUE	29.740152	TRUE
4289	11	229.905	11_23410980-11_30801943	3.07	1	7.32704	7.01933	6.71163	1.11452	7.6	0.307706	0.983	Linoleic_acid_2012	410009	TRUE	23.41098	TRUE
4934	13	99.293	13_18979888-13_19610335	4.37	1	7.38744	7.01334	6.63923	1.07769	10.7	0.374109	0.934	Linoleic_acid_2012	410654	TRUE	18.979888	TRUE
5886	15	51.149	15_4573538	7.34	1	7.38203	6.91851	6.455	0.997957	17.3	0.463517	1	Linoleic_acid_2012	411606	TRUE	4.573538	TRUE
6582	17	24.847	17_385142-17_186402	2.28	1	7.27141	7.00256	6.73371	1.13744	5.7	0.268852	0.973	Linoleic_acid_2012	412302	TRUE	0.385142	TRUE
7959	20	13.672	20_529767	4.45	1	7.38756	7.0179	6.64823	1.07545	10.9	0.369666	1	Linoleic_acid_2012	413679	TRUE	0.529767	TRUE
8058	20	87.689	20_23793402	8.37	1	7.50336	7.00746	6.51156	0.971749	19.5	0.495899	0.991	Linoleic_acid_2012	413778	TRUE	23.793402	TRUE
8078	20	103.851	20_7276854	8.14	1	7.48853	7.00565	6.52276	0.977591	19	0.482885	0.995	Linoleic_acid_2012	413798	TRUE	7.276854	TRUE
8126	20	134.462	20_30168091	7.97	1	7.4576	6.98349	6.50937	0.981918	18.6	0.474113	1	Linoleic_acid_2012	413846	TRUE	30.168091	TRUE
8215	20	203.517	20_37787855	2.33	1	7.21827	6.94957	6.68087	1.13599	5.9	0.268703	1	Linoleic_acid_2012	413935	TRUE	37.787855	TRUE
2088	6	219.722	06_17830223-06_18597849	10.52	1	0.361799	0.402189	0.442578	0.00479809	23.8	-0.0403893	0.958	Stearic_acid_2012	416088	TRUE	17.830223	TRUE
2154	6	268.273	06_39743079	8.42	1	0.363524	0.399066	0.434608	0.0050667	19.6	-0.0355417	1	Stearic_acid_2012	416154	TRUE	39.743079	TRUE
2199	6	299.075	06_45736481	3.7	1	0.37168	0.396084	0.420488	0.00572431	9.1	-0.0244042	0.99	Stearic_acid_2012	416199	TRUE	45.736481	TRUE
2823	8	75.47	08_6358789	5.34	1	0.423117	0.394094	0.365072	0.00548666	12.9	0.0290227	0.998	Stearic_acid_2012	416823	TRUE	6.358789	TRUE
3204	9	31.954	09_2556374	2.84	1	0.413961	0.392409	0.370858	0.0058526	7.1	0.0215517	1	Stearic_acid_2012	417204	TRUE	2.556374	TRUE
4334	12	0	12_30865	2.35	1	0.413796	0.39424	0.374684	0.00592728	5.9	0.019556	0.992	Stearic_acid_2012	418334	TRUE	0.030865	TRUE
4663	12	234.754	12_33283015	2.02	1	0.413045	0.394765	0.376485	0.00597863	5.1	0.0182801	1	Stearic_acid_2012	418663	TRUE	33.283015	TRUE
4910	13	80.799	13_17332788	3.21	1	0.418127	0.39558	0.373032	0.00579713	8	0.0225473	1	Stearic_acid_2012	418910	TRUE	17.332788	TRUE
5645	14	110.382	14_12287027-14_12526545	6.03	1	0.424199	0.393808	0.363417	0.00539024	14.4	0.0303909	0.983	Stearic_acid_2012	419645	TRUE	12.287027	TRUE
5666	14	124.48	14_22031316	5.26	1	0.421356	0.392629	0.363902	0.00549739	12.7	0.0287271	0.997	Stearic_acid_2012	419666	TRUE	22.031316	TRUE
5703	14	146.96	14_37869625-14_39619228	4.63	1	0.41866	0.39049	0.362321	0.00558798	11.3	0.0281695	0.939	Stearic_acid_2012	419703	TRUE	37.869625	TRUE
5735	14	173.929	14_43301180-14_44007177	3.31	1	0.41702	0.393372	0.369724	0.00578192	8.2	0.0236483	0.943	Stearic_acid_2012	419735	TRUE	43.30118	TRUE
5886	15	51.149	15_4573538	4.87	1	0.41858	0.39087	0.36316	0.00555371	11.8	0.0277096	1	Stearic_acid_2012	419886	TRUE	4.573538	TRUE
6856	17	224.785	17_32886923	3.09	1	0.373689	0.395819	0.417949	0.00581585	7.7	-0.0221302	1	Stearic_acid_2012	420856	TRUE	32.886923	TRUE
8028	20	69.367	20_2916159	6.75	1	0.42953	0.39741	0.365291	0.00529078	16	0.0321194	0.991	Stearic_acid_2012	422028	TRUE	2.916159	TRUE
8065	20	92.651	20_22632082	7.74	1	0.431771	0.397575	0.36338	0.00515676	18.1	0.0341954	0.993	Stearic_acid_2012	422065	TRUE	22.632082	TRUE
8141	20	144.078	20_32381606	7.15	1	0.42998	0.396945	0.363911	0.00523613	16.9	0.0330346	0.989	Stearic_acid_2012	422141	TRUE	32.381606	TRUE
5	1	2.233	01_123502	2.44	1	42.3248	39.3795	36.4342	127.684	6.1	2.94532	0.978	Node_length_middle_5_2012	422285	TRUE	0.123502	TRUE
295	1	221.499	01_50956517	2.05	1	41.8337	39.1717	36.5098	128.992	5.2	2.66195	0.999	Node_length_middle_5_2012	422575	TRUE	50.956517	TRUE
4314	11	247.481	11_34632810	2.25	1	35.7651	38.5931	41.421	128.338	5.6	-2.82799	0.994	Node_length_middle_5_2012	426594	TRUE	34.63281	TRUE
5020	13	170.318	13_22588038	2.04	1	36.2063	38.8867	41.5671	129.028	5.1	-2.68039	1	Node_length_middle_5_2012	427300	TRUE	22.588038	TRUE
5293	13	374.141	13_35359072	6.06	1	34.3927	38.9276	43.4625	116.27	14.5	-4.53488	0.99	Node_length_middle_5_2012	427573	TRUE	35.359072	TRUE
101	1	77.611	01_5270158	2.19	1	40.974	38.7055	36.437	77.7576	6.1	2.26851	1	Node_length_middle_5_2013	430661	TRUE	5.270158	TRUE
159	1	119.598	01_14785121	2.45	1	40.922	38.4848	36.0476	77.2011	6.8	2.43716	0.99	Node_length_middle_5_2013	430719	TRUE	14.785121	TRUE
177	1	131.673	01_26612093	2.14	1	40.8677	38.6082	36.3487	77.8795	5.9	2.25949	1	Node_length_middle_5_2013	430737	TRUE	26.612093	TRUE
2391	7	80.42	07_5770541	3.74	1	36.0081	38.931	41.8539	74.3881	10.2	-2.92287	0.997	Node_length_middle_5_2013	432951	TRUE	5.770541	TRUE
2644	7	268.801	07_38110956-07_38592972	2.24	1	36.7185	39.0849	41.4512	77.6573	6.2	-2.36631	0.916	Node_length_middle_5_2013	433204	TRUE	38.110956	TRUE
4462	12	97.374	12_5932289-12_6175142	2.55	1	36.3357	38.8244	41.313	76.9806	7	-2.48864	0.945	Node_length_middle_5_2013	435022	TRUE	5.932289	TRUE
5287	13	369.544	13_35117884-13_35473636	2.84	1	36.1576	38.7615	41.3654	76.3292	7.8	-2.60387	0.967	Node_length_middle_5_2013	435847	TRUE	35.117884	TRUE
7848	19	268.562	19_45523455	4.41	1	35.0778	38.2929	41.508	72.9873	11.8	-3.21507	0.993	Node_length_middle_5_2013	438408	TRUE	45.523455	TRUE
150	1	113.477	01_14785217	2.02	1	15.3251	14.7558	14.1866	5.71882	5	0.569271	0.969	Oil_2011	438990	TRUE	14.785217	TRUE
407	2	10.269	02_1339330	2.29	1	15.3499	14.7577	14.1656	5.67916	5.7	0.592111	0.995	Oil_2011	439247	TRUE	1.33933	TRUE
2087	6	218.722	06_17830223-06_18597849	11.24	1	13.7463	15.0241	16.302	4.51684	25	-1.27784	0.951	Oil_2011	440927	TRUE	17.830223	TRUE
2154	6	268.273	06_39743079	8.59	1	13.8329	14.9348	16.0367	4.83319	19.7	-1.1019	1	Oil_2011	440994	TRUE	39.743079	TRUE
