id	chromosome_number	start_mb	stop_mb
Glyma.02g199200	2	38145634	38146544
Glyma.02g199300	2	38245604	38246810
Glyma.02g199400	2	38257249	38257803
Glyma.02g199500	2	38291095	38291925
Glyma.02g199600	2	38295630	38296118
Glyma.02g199700	2	38305524	38309940
Glyma.02g199800	2	38313352	38314209
Glyma.02g199900	2	38319162	38320044
Glyma.02g200000	2	38335846	38338917
Glyma.02g200100	2	38339037	38339189
Glyma.02g200200	2	38346004	38346565
Glyma.02g200300	2	38361258	38362577
Glyma.02g200400	2	38370410	38370892
Glyma.02g200500	2	38400034	38402766
Glyma.02g200600	2	38432334	38436063
Glyma.02g200700	2	38435454	38459254
Glyma.02g200800	2	38446336	38447388
Glyma.02g200900	2	38467315	38469531
Glyma.02g201000	2	38477466	38479090
Glyma.02g201100	2	38497390	38499369
Glyma.02g201200	2	38503179	38504836
Glyma.02g201300	2	38506022	38523460
Glyma.02g201400	2	38539394	38547251
Glyma.02g201500	2	38550260	38558212
Glyma.02g201600	2	38561011	38565244
Glyma.02g201700	2	38590250	38590646
Glyma.02g201800	2	38611027	38614757
Glyma.02g201900	2	38654370	38655465
Glyma.02g202000	2	38655715	38659714
Glyma.02g202100	2	38707852	38719801
Glyma.02g202200	2	38721379	38721765
Glyma.02g202300	2	38738282	38741181
Glyma.02g202400	2	38743650	38745493
Glyma.02g202500	2	38754600	38759102
Glyma.02g202600	2	38771866	38773809
Glyma.02g202700	2	38778077	38779326
Glyma.02g202800	2	38801062	38801973
Glyma.02g202900	2	38802831	38805349
Glyma.02g203000	2	38826532	38832945
Glyma.02g203100	2	38843090	38847217
Glyma.02g203200	2	38851610	38862887
Glyma.02g203300	2	38871426	38877110
Glyma.02g203400	2	38877987	38879327
Glyma.02g203500	2	38887835	38894718
Glyma.02g203600	2	38903734	38906298
Glyma.02g203700	2	38909840	38915026
Glyma.02g203800	2	38920714	38930381
Glyma.02g203900	2	38934899	38939251
Glyma.02g204000	2	38943284	38948313
Glyma.02g204100	2	38951020	38954384
Glyma.02g204200	2	38955462	38958364
Glyma.02g204300	2	38958949	38970855
Glyma.02g204400	2	38974176	38974403
Glyma.02g204500	2	38980978	38982630
Glyma.02g204600	2	38988051	38991313
Glyma.02g204700	2	38993365	39000790
Glyma.02g204800	2	39001387	39005067
Glyma.02g204900	2	39007272	39011210
Glyma.02g205000	2	39017363	39019287
Glyma.02g205100	2	39029669	39030440
Glyma.02g205200	2	39035339	39037256
Glyma.02g205300	2	39037472	39038396
Glyma.02g205400	2	39040135	39043181
Glyma.02g205500	2	39045905	39052694
Glyma.02g205600	2	39063784	39066052
Glyma.02g205700	2	39068077	39074777
Glyma.02g205800	2	39076970	39082328
Glyma.02g205900	2	39084960	39085386
Glyma.02g206000	2	39086247	39092110
Glyma.02g206100	2	39111334	39113596
Glyma.02g206200	2	39117120	39120090
Glyma.02g206300	2	39128882	39135071
Glyma.02g206400	2	39140836	39144260
Glyma.02g206500	2	39154706	39161370
Glyma.02g206600	2	39162363	39166665
Glyma.02g206700	2	39168827	39171588
Glyma.02g206800	2	39172241	39173900
Glyma.02g206900	2	39175151	39178009
Glyma.02g207000	2	39179892	39183165
Glyma.02g207100	2	39191303	39194205
Glyma.02g207200	2	39195754	39197511
Glyma.02g207300	2	39206169	39207607
Glyma.02g207400	2	39241332	39246164
Glyma.02g207500	2	39248283	39253677
Glyma.02g207600	2	39255001	39256308
Glyma.02g207700	2	39256965	39259135
Glyma.02g207800	2	39260119	39266476
Glyma.02g207900	2	39269395	39273571
Glyma.02g208000	2	39276566	39279261
Glyma.02g208100	2	39293281	39293930
Glyma.02g208200	2	39317568	39318781
Glyma.02g208300	2	39325844	39327250
Glyma.02g208400	2	39341234	39345801
Glyma.02g208500	2	39350842	39354415
Glyma.02g208600	2	39363457	39365713
Glyma.02g208700	2	39388574	39391014
Glyma.02g208800	2	39393500	39394691
Glyma.02g208900	2	39412891	39417954
Glyma.02g209000	2	39419801	39426010
Glyma.02g209100	2	39427960	39433742
Glyma.02g209200	2	39439254	39440636
Glyma.02g209300	2	39451126	39452500
Glyma.02g209400	2	39453571	39455421
Glyma.02g209500	2	39470918	39472392
Glyma.02g209600	2	39483677	39492804
Glyma.02g209700	2	39493719	39494000
Glyma.02g209800	2	39495534	39496914
Glyma.02g209900	2	39513816	39515113
Glyma.02g210000	2	39518939	39527995
Glyma.02g210100	2	39533080	39535145
Glyma.02g210200	2	39538648	39538914
Glyma.02g210300	2	39541304	39543047
Glyma.02g210400	2	39548347	39550424
Glyma.02g210500	2	39558785	39562318
Glyma.02g210600	2	39584498	39586513
Glyma.02g210700	2	39599283	39601285
Glyma.02g210800	2	39612143	39619125
Glyma.02g210900	2	39627059	39627529
Glyma.02g211000	2	39634165	39636520
Glyma.02g211100	2	39637131	39637337
Glyma.02g211200	2	39637739	39651535
Glyma.02g211300	2	39654528	39661365
Glyma.02g211400	2	39675173	39678485
Glyma.02g211500	2	39679465	39682574
Glyma.02g211600	2	39684359	39689079
Glyma.02g211700	2	39685671	39693704
Glyma.02g211800	2	39709361	39712971
Glyma.02g211900	2	39734578	39737341
Glyma.02g212000	2	39751967	39753877
Glyma.02g212100	2	39761722	39763140
Glyma.02g212200	2	39777091	39780933
Glyma.02g212300	2	39779313	39779618
Glyma.02g212400	2	39816629	39820574
Glyma.02g212500	2	39851468	39854914
Glyma.02g212600	2	39876494	39883556
Glyma.02g212700	2	39886262	39896483
Glyma.02g212800	2	39896959	39899838
Glyma.02g212900	2	39899858	39901372
Glyma.02g213000	2	39909253	39911759
Glyma.02g213100	2	39917394	39920713
Glyma.02g213200	2	39930347	39930991
Glyma.02g213300	2	39931266	39931376
Glyma.02g213400	2	39946397	39953148
Glyma.02g213500	2	39966501	39967977
Glyma.02g213600	2	39973374	39981010
Glyma.02g213700	2	39982043	39985145
Glyma.02g213800	2	39989698	39991255
Glyma.02g213900	2	40001858	40004507
Glyma.02g214000	2	40013972	40017862
Glyma.02g214100	2	40018257	40023038
Glyma.02g214200	2	40028899	40029746
Glyma.02g214300	2	40041026	40049944
Glyma.02g214400	2	40057624	40060661
Glyma.02g214500	2	40064976	40069182
Glyma.02g214600	2	40070570	40075334
Glyma.02g214700	2	40079273	40088380
Glyma.02g214800	2	40086434	40087483
Glyma.02g214900	2	40096136	40100878
Glyma.02g215000	2	40110474	40115137
Glyma.02g215100	2	40116603	40118606
Glyma.02g215200	2	40119374	40121450
Glyma.02g215300	2	40130306	40134174
Glyma.02g215400	2	40149356	40150989
Glyma.02g215500	2	40181347	40182400
Glyma.02g215600	2	40195551	40200143
Glyma.02g215700	2	40214158	40215382
Glyma.02g215800	2	40222258	40244991
Glyma.02g215900	2	40264835	40268372
Glyma.02g216000	2	40270834	40288317
Glyma.02g216100	2	40295077	40298763
Glyma.02g216300	2	40300981	40309268
Glyma.02g216200	2	40302026	40302737
Glyma.02g216400	2	40322004	40325580
Glyma.02g216500	2	40329127	40334473
Glyma.02g216600	2	40345450	40366581
Glyma.02g216700	2	40368270	40368458
Glyma.02g216800	2	40369822	40370657
Glyma.02g216900	2	40390362	40393289
Glyma.02g217000	2	40398945	40399322
Glyma.02g217100	2	40402376	40409818
Glyma.02g217200	2	40412270	40415856
Glyma.02g217300	2	40416767	40423408
Glyma.02g217400	2	40426369	40431048
Glyma.02g217500	2	40431668	40433295
Glyma.02g217600	2	40441742	40452143
Glyma.02g217700	2	40476432	40478066
Glyma.02g217800	2	40487969	40490266
Glyma.02g217900	2	40521838	40523149
Glyma.02g218000	2	40531343	40533181
Glyma.02g218100	2	40542301	40547137
Glyma.02g218200	2	40564224	40566636
Glyma.02g218300	2	40588552	40592354
Glyma.02g218400	2	40642050	40644285
Glyma.02g218500	2	40651541	40652473
Glyma.02g218600	2	40652986	40658669
Glyma.02g218700	2	40667610	40671395
Glyma.02g218800	2	40681436	40684690
Glyma.02g218900	2	40692221	40695776
Glyma.02g219000	2	40696384	40700339
Glyma.02g219100	2	40700534	40701497
Glyma.02g219200	2	40702208	40716518
Glyma.02g219300	2	40719112	40728068
Glyma.02g219400	2	40730226	40735968
Glyma.02g219500	2	40746990	40747379
Glyma.02g2196002	2	40747324	40747939
Glyma.02g219700	2	40757222	40761117
Glyma.02g219800	2	40783290	40787658
Glyma.02g219900	2	40793282	40793820
Glyma.02g220000	2	40793905	40795758
Glyma.02g220100	2	40797403	40800820
Glyma.02g220200	2	40807826	40809751
Glyma.02g220300	2	40817006	40819443
Glyma.02g220400	2	40822095	40826236
Glyma.02g2205002	2	40828262	40832990
Glyma.02g2205001	2	40833323	40835449
Glyma.02g220600	2	40849126	40854032
Glyma.02g220700	2	40856235	40861423
Glyma.02g220800	2	40865343	40868569
Glyma.02g220900	2	40881547	40883650
Glyma.02g221000	2	40884914	40888099
Glyma.02g221100	2	40889184	40891473
Glyma.02g221200	2	40894843	40896744
Glyma.02g221300	2	40900121	40918108
Glyma.02g221400	2	40919974	40920465
Glyma.02g221500	2	40921208	40921756
Glyma.02g221600	2	40922597	40925683
Glyma.02g221700	2	40927646	40928737
Glyma.02g221800	2	40929158	40929433
Glyma.02g221900	2	40932876	40935807
Glyma.02g222000	2	40953440	40959908
Glyma.02g222100	2	40962524	40968028
Glyma.02g222200	2	40976865	40982917
Glyma.02g222300	2	40991314	40995436
Glyma.02g222400	2	40998557	41001678
Glyma.02g222500	2	41004093	41012207
Glyma.02g222600	2	41020144	41023345
Glyma.02g222700	2	41029187	41031367
Glyma.02g222800	2	41032232	41033043
Glyma.02g222900	2	41062041	41073203
Glyma.02g223000	2	41075583	41080676
Glyma.02g223100	2	41089010	41094330
Glyma.02g223200	2	41090623	41091660
Glyma.02g223300	2	41096069	41098740
Glyma.02g223400	2	41100631	41120000
Glyma.02g223500	2	41104709	41105094
Glyma.02g223600	2	41136370	41138429
Glyma.02g223700	2	41140729	41148151
Glyma.02g223800	2	41155268	41159294
Glyma.02g223900	2	41162307	41163298
Glyma.02g224000	2	41164759	41168806
Glyma.02g224100	2	41170787	41171612
Glyma.02g224200	2	41175313	41180091
Glyma.02g224300	2	41180850	41186229
Glyma.02g2244002	2	41192739	41192890
Glyma.02g2244001	2	41193144	41194179
Glyma.02g224500	2	41196835	41200373
Glyma.02g224600	2	41201661	41205022
Glyma.02g224700	2	41216501	41217435
Glyma.02g224800	2	41222747	41227060
Glyma.02g224900	2	41237344	41240025
Glyma.02g225000	2	41244433	41251267
Glyma.02g225100	2	41250969	41252140
Glyma.02g225200	2	41253125	41257890
Glyma.02g225300	2	41259502	41266635
Glyma.02g225400	2	41270457	41274626
Glyma.02g225500	2	41277663	41278729
Glyma.02g225600	2	41281659	41282430
Glyma.02g225700	2	41285687	41287203
Glyma.02g225800	2	41292133	41294250
Glyma.02g225900	2	41295179	41295693
Glyma.02g226000	2	41297726	41299668
Glyma.02g226100	2	41300209	41305818
Glyma.02g226200	2	41306692	41309793
Glyma.02g2263002	2	41318280	41320838
Glyma.02g2263001	2	41321458	41323324
Glyma.02g226400	2	41334387	41337191
Glyma.02g226500	2	41337759	41343807
Glyma.02g226600	2	41350440	41354631
Glyma.02g226700	2	41357445	41361766
Glyma.02g226800	2	41369419	41374792
Glyma.02g226900	2	41387496	41393794
Glyma.02g227000	2	41401576	41404754
Glyma.02g227100	2	41407878	41409786
Glyma.02g227200	2	41419656	41423881
Glyma.02g227300	2	41432664	41435779
Glyma.02g227400	2	41436203	41436406
Glyma.02g227500	2	41437909	41441540
Glyma.02g227600	2	41442861	41446048
Glyma.02g227700	2	41445227	41452828
Glyma.02g227800	2	41471083	41472556
Glyma.02g227900	2	41481030	41487757
Glyma.02g228000	2	41489777	41495272
Glyma.02g228100	2	41497139	41503001
Glyma.02g228200	2	41552402	41554889
Glyma.02g228300	2	41567092	41568597
Glyma.02g228400	2	41574996	41589098
Glyma.02g228500	2	41602849	41608586
Glyma.02g228600	2	41611705	41614014
Glyma.02g228700	2	41618420	41628913
Glyma.02g228800	2	41629994	41631363
Glyma.02g228900	2	41635109	41636016
Glyma.02g229000	2	41645477	41645829
Glyma.02g229100	2	41654942	41656199
Glyma.02g229200	2	41658934	41660591
Glyma.02g229300	2	41672433	41674966
Glyma.02g229400	2	41688132	41693178
Glyma.02g229500	2	41693337	41700021
Glyma.02g229600	2	41712652	41714381
Glyma.02g229700	2	41726028	41735714
Glyma.02g229800	2	41737034	41739281
Glyma.02g229900	2	41743114	41748263
Glyma.02g230000	2	41751801	41752157
Glyma.02g230100	2	41753655	41758353
Glyma.02g230200	2	41771303	41775425
Glyma.02g230300	2	41787147	41790120
Glyma.02g230400	2	41799132	41800314
Glyma.02g230500	2	41810218	41812913
Glyma.02g230600	2	41814969	41819455
Glyma.02g230700	2	41822467	41826299
Glyma.02g230800	2	41829532	41831187
Glyma.02g230900	2	41841062	41846183
Glyma.02g231000	2	41848059	41850560
Glyma.02g231100	2	41851889	41858479
Glyma.02g231200	2	41859822	41863237
Glyma.02g231300	2	41878616	41879004
Glyma.02g231400	2	41879081	41879455
Glyma.02g231500	2	41880273	41880440
Glyma.02g231600	2	41882853	41885826
Glyma.02g231700	2	41887549	41887868
Glyma.02g231800	2	41894790	41901750
Glyma.02g231900	2	41902795	41905005
Glyma.02g232000	2	41910824	41913939
Glyma.02g232100	2	41918879	41921596
Glyma.02g232200	2	41921782	41924880
Glyma.02g232300	2	41930281	41934271
Glyma.02g232400	2	41945480	41947262
Glyma.02g232500	2	41976938	41977752
Glyma.02g232600	2	42001353	42004784
Glyma.02g232700	2	42011672	42017145
Glyma.02g232800	2	42021405	42024826
Glyma.02g232900	2	42038978	42056423
Glyma.02g233000	2	42057282	42060938
Glyma.02g233100	2	42063269	42064617
Glyma.02g233200	2	42071550	42073691
Glyma.02g233300	2	42088692	42090406
Glyma.02g233400	2	42095461	42101804
Glyma.02g233500	2	42102582	42107758
Glyma.02g233600	2	42110262	42114645
Glyma.02g233700	2	42114851	42122130
Glyma.02g233800	2	42128487	42131570
Glyma.02g233900	2	42133240	42136315
Glyma.02g234000	2	42143801	42147583
Glyma.02g234100	2	42152243	42154588
Glyma.02g234200	2	42163563	42168121
Glyma.02g234300	2	42172809	42179599
Glyma.02g234400	2	42177688	42178563
Glyma.02g234500	2	42184600	42189695
Glyma.02g234600	2	42198893	42200380
Glyma.02g234700	2	42220078	42221082
Glyma.02g234800	2	42228835	42231757
Glyma.02g234900	2	42232707	42233571
Glyma.02g235000	2	42243669	42245331
Glyma.02g235100	2	42255452	42257724
Glyma.02g235200	2	42267800	42271107
Glyma.02g235300	2	42283310	42285721
Glyma.02g235400	2	42291750	42294256
Glyma.02g235500	2	42294660	42295563
Glyma.02g235600	2	42300330	42301942
Glyma.02g235700	2	42305273	42310760
Glyma.02g235800	2	42321668	42331137
Glyma.02g235900	2	42337774	42340911
Glyma.02g236000	2	42354166	42354909
Glyma.02g236100	2	42360547	42360966
Glyma.02g236200	2	42368655	42371620
Glyma.02g236300	2	42376939	42379939
Glyma.02g236400	2	42391815	42399602
Glyma.02g236500	2	42416141	42420467
Glyma.02g236600	2	42437767	42443347
Glyma.02g236700	2	42454972	42459020
Glyma.02g236800	2	42480999	42483226
Glyma.02g236900	2	42488913	42493292
Glyma.02g237000	2	42499866	42505894
Glyma.02g237100	2	42521064	42525171
Glyma.02g237200	2	42535139	42542254
Glyma.02g237300	2	42546664	42573913
Glyma.02g237400	2	42580305	42582359
Glyma.02g237500	2	42582609	42591402
Glyma.02g237600	2	42597212	42600960
Glyma.02g237700	2	42602537	42604779
Glyma.02g237800	2	42607230	42611324
Glyma.02g237900	2	42615776	42617153
Glyma.02g238000	2	42627584	42631716
Glyma.02g238100	2	42635741	42643194
Glyma.02g238200	2	42645706	42649807
Glyma.02g238300	2	42672255	42689914
Glyma.02g238400	2	42692884	42703545
Glyma.02g238500	2	42709015	42712333
Glyma.02g238600	2	42714308	42718195
Glyma.02g238700	2	42722617	42726326
Glyma.02g238800	2	42735396	42738350
Glyma.02g238900	2	42742465	42743004
Glyma.02g239000	2	42747173	42750040
Glyma.02g239100	2	42754798	42755899
Glyma.02g239200	2	42757315	42763576
Glyma.02g239300	2	42777266	42779243
Glyma.02g239400	2	42784584	42786251
Glyma.02g239500	2	42799982	42802509
Glyma.02g239600	2	42813400	42824492
Glyma.02g239700	2	42839384	42841491
Glyma.02g239800	2	42848299	42849703
Glyma.02g239900	2	42853091	42855600
Glyma.02g240000	2	42859034	42866507
Glyma.02g240100	2	42866887	42869864
Glyma.02g240200	2	42872399	42878160
Glyma.02g240300	2	42883817	42887882
Glyma.02g240400	2	42892680	42898279
Glyma.02g240500	2	42900252	42904927
Glyma.02g240600	2	42908973	42910047
Glyma.02g240700	2	42910921	42918001
Glyma.02g240800	2	42920379	42922319
Glyma.02g240900	2	42923065	42925453
Glyma.02g241000	2	42928962	42932788
Glyma.02g241100	2	42951620	42957971
Glyma.02g241200	2	42962596	42968168
Glyma.02g241300	2	42970608	42978869
Glyma.02g241400	2	42982745	42989316
Glyma.02g241500	2	42993453	42995521
Glyma.02g241600	2	43010950	43012781
Glyma.02g241700	2	43015662	43017223
Glyma.02g241800	2	43022047	43025937
Glyma.02g241900	2	43026406	43032363
Glyma.02g242000	2	43046963	43048202
Glyma.02g242100	2	43072169	43078866
Glyma.02g242200	2	43083001	43085280
Glyma.02g242300	2	43088016	43088773
Glyma.02g242400	2	43088550	43095380
Glyma.02g242500	2	43094090	43094618
Glyma.02g242600	2	43103386	43105141
Glyma.02g242700	2	43112302	43114330
Glyma.02g242800	2	43114331	43116436
Glyma.02g242900	2	43122457	43123773
Glyma.02g243000	2	43126795	43128276
Glyma.02g243100	2	43129307	43129745
Glyma.02g243200	2	43132339	43135440
Glyma.02g243300	2	43137148	43137878
Glyma.02g243400	2	43138504	43148118
Glyma.02g243500	2	43159474	43161766
Glyma.02g243600	2	43168332	43170792
Glyma.02g243700	2	43176036	43183683
Glyma.02g243800	2	43183442	43187668
Glyma.02g243900	2	43193681	43197499
Glyma.02g244000	2	43200089	43204490
Glyma.02g244100	2	43222701	43224588
Glyma.02g244200	2	43230495	43232650
Glyma.02g244300	2	43234337	43235926
Glyma.02g244400	2	43246859	43249655
Glyma.02g244500	2	43256940	43260107
Glyma.02g244600	2	43268019	43270658
Glyma.02g244700	2	43291205	43294351
Glyma.02g244800	2	43295834	43297300
Glyma.02g244900	2	43297348	43300008
Glyma.02g245000	2	43322226	43323956
Glyma.02g245100	2	43327594	43329339
Glyma.02g245200	2	43330484	43335376
Glyma.02g245300	2	43337664	43345003
Glyma.02g245400	2	43349686	43357278
Glyma.02g245500	2	43366725	43371702
Glyma.02g245600	2	43376366	43377443
Glyma.02g245700	2	43391804	43393333
Glyma.02g245800	2	43402125	43407874
Glyma.02g245900	2	43410090	43410654
Glyma.02g246000	2	43411256	43414461
Glyma.02g246100	2	43422742	43428429
Glyma.02g246200	2	43429962	43430827
Glyma.02g246300	2	43435070	43435758
Glyma.02g246400	2	43441160	43443049
Glyma.02g246500	2	43460073	43464328
Glyma.02g246600	2	43464065	43464292
Glyma.02g246700	2	43465963	43468829
Glyma.02g246800	2	43469911	43470390
Glyma.02g246900	2	43474644	43475667
Glyma.02g247000	2	43478314	43481473
Glyma.02g247100	2	43492461	43494623
Glyma.02g247200	2	43501098	43502907
Glyma.02g247300	2	43504539	43508138
Glyma.02g247400	2	43512032	43519329
Glyma.02g247500	2	43512042	43519329
Glyma.02g247600	2	43527096	43532508
Glyma.02g247700	2	43533452	43537741
Glyma.02g247800	2	43539107	43542762
Glyma.02g247900	2	43544390	43547689
Glyma.02g248000	2	43549572	43552013
Glyma.02g248100	2	43555413	43558301
Glyma.02g248200	2	43559607	43562713
Glyma.02g248300	2	43564169	43573493
Glyma.02g248400	2	43577452	43586096
Glyma.02g248500	2	43587641	43589864
Glyma.02g248600	2	43601533	43601763
Glyma.02g248700	2	43602888	43608915
Glyma.02g248800	2	43611197	43611776
Glyma.02g248900	2	43650591	43652074
Glyma.02g249000	2	43662205	43664226
Glyma.02g249100	2	43676217	43678117
Glyma.02g249200	2	43678739	43679865
Glyma.02g249300	2	43682559	43685068
Glyma.02g249400	2	43689781	43693616
Glyma.02g249500	2	43704884	43707125
Glyma.02g249600	2	43713516	43717718
Glyma.02g249700	2	43723333	43724257
Glyma.02g249800	2	43733046	43736212
Glyma.02g249900	2	43743444	43744190
Glyma.02g250000	2	43747970	43755063
Glyma.02g250100	2	43762133	43762993
Glyma.02g250200	2	43779470	43781548
Glyma.02g250300	2	43783184	43785004
Glyma.02g250400	2	43786923	43791698
Glyma.02g250500	2	43797931	43798131
Glyma.02g250600	2	43803483	43807640
Glyma.02g250700	2	43823094	43828839
Glyma.02g250800	2	43834811	43837951
Glyma.02g250900	2	43839084	43843398
Glyma.02g251000	2	43843555	43844926
Glyma.02g251100	2	43845202	43852326
Glyma.02g251200	2	43855045	43859527
Glyma.02g251300	2	43861140	43861580
Glyma.02g251400	2	43862232	43869716
Glyma.02g251500	2	43871681	43877785
Glyma.02g251600	2	43879082	43882801
Glyma.02g251700	2	43887081	43893301
Glyma.02g251800	2	43900798	43906151
Glyma.02g251900	2	43907220	43911596
Glyma.02g252000	2	43916904	43919538
Glyma.02g252100	2	43920921	43921532
Glyma.02g252200	2	43927109	43932886
Glyma.02g252300	2	43943224	43945012
Glyma.02g252400	2	43946404	43947298
Glyma.02g252500	2	43963182	43966635
Glyma.02g252600	2	43967578	43971139
Glyma.02g252700	2	43997072	43999762
Glyma.02g252800	2	44009114	44009828
Glyma.02g252900	2	44015477	44019039
Glyma.02g253000	2	44024100	44029421
Glyma.02g253100	2	44037854	44041803
Glyma.02g253200	2	44058337	44062282
Glyma.02g253300	2	44063023	44065910
Glyma.02g253400	2	44070356	44074208
Glyma.02g253500	2	44074940	44078064
Glyma.02g253600	2	44080395	44084225
Glyma.02g253700	2	44084898	44087376
Glyma.02g253800	2	44089148	44090626
Glyma.02g253900	2	44093225	44096543
Glyma.02g254000	2	44097755	44103344
Glyma.02g254100	2	44105026	44108824
Glyma.02g254200	2	44112232	44114503
Glyma.02g254300	2	44131049	44136243
Glyma.02g254400	2	44143304	44148074
Glyma.02g254500	2	44151303	44155647
Glyma.02g254600	2	44177619	44179660
Glyma.02g254700	2	44187842	44188246
Glyma.02g254800	2	44191120	44192293
Glyma.02g254900	2	44198284	44201595
Glyma.02g255000	2	44207467	44209844
Glyma.02g255100	2	44219070	44225241
Glyma.02g255200	2	44225495	44228320
Glyma.02g255300	2	44230932	44231471
Glyma.02g255400	2	44231578	44233784
Glyma.02g255500	2	44240358	44242714
Glyma.02g255600	2	44244382	44248362
Glyma.02g255700	2	44248883	44253202
Glyma.02g255800	2	44266689	44271578
Glyma.02g255900	2	44276135	44279880
Glyma.02g256000	2	44281001	44286324
Glyma.02g256100	2	44288520	44289578
Glyma.02g256200	2	44289684	44291381
Glyma.02g256300	2	44292724	44295244
Glyma.02g256400	2	44295974	44296598
Glyma.02g256500	2	44298831	44300884
Glyma.02g256600	2	44302025	44307689
Glyma.02g256700	2	44309837	44312775
Glyma.02g256800	2	44339182	44345501
Glyma.02g256900	2	44346358	44350210
Glyma.02g257000	2	44355260	44359260
Glyma.02g257100	2	44362819	44367742
Glyma.02g257200	2	44375339	44380435
Glyma.02g257300	2	44382587	44385493
Glyma.02g257400	2	44396026	44400575
Glyma.02g257500	2	44396935	44397282
Glyma.02g257600	2	44404603	44409568
Glyma.02g257700	2	44423024	44426882
Glyma.02g257800	2	44429828	44442518
Glyma.02g257900	2	44447725	44450772
Glyma.02g258000	2	44457366	44461365
Glyma.02g258100	2	44462014	44501456
Glyma.02g258200	2	44515100	44528408
Glyma.02g258300	2	44532815	44534773
Glyma.02g258400	2	44537658	44538968
Glyma.02g258500	2	44573990	44575371
Glyma.02g258600	2	44580131	44581457
Glyma.02g258700	2	44584760	44585730
Glyma.02g258800	2	44590013	44596660
Glyma.02g258900	2	44601641	44603759
Glyma.02g259000	2	44605213	44610791
Glyma.02g259100	2	44623147	44626024
Glyma.02g259200	2	44628805	44629878
Glyma.02g259300	2	44632522	44634801
Glyma.02g259400	2	44641945	44642041
Glyma.02g259500	2	44651207	44654419
Glyma.02g259600	2	44654567	44657064
Glyma.02g259700	2	44658495	44659805
Glyma.02g259800	2	44662823	44664812
Glyma.02g259900	2	44675719	44677278
Glyma.02g260000	2	44682536	44683450
Glyma.02g260100	2	44684684	44688689
Glyma.02g260200	2	44688786	44689712
Glyma.02g260300	2	44689952	44693546
Glyma.02g260400	2	44695637	44698195
Glyma.02g260500	2	44701769	44704798
Glyma.02g260600	2	44706034	44708734
Glyma.02g260700	2	44711909	44712658
Glyma.02g260800	2	44714204	44715022
Glyma.02g260900	2	44716758	44717484
Glyma.02g261000	2	44718291	44721287
Glyma.02g261100	2	44726522	44728449
Glyma.02g261200	2	44740164	44742226
Glyma.02g261300	2	44740814	44741095
Glyma.02g261400	2	44744143	44747306
Glyma.02g261500	2	44747676	44753250
Glyma.02g261600	2	44758969	44763198
Glyma.02g261700	2	44767828	44776703
Glyma.02g261800	2	44776099	44783352
Glyma.02g261900	2	44792699	44793865
Glyma.02g262000	2	44798967	44799846
Glyma.02g262100	2	44802750	44805813
Glyma.02g262200	2	44812653	44814835
Glyma.02g262300	2	44820777	44831595
Glyma.02g262400	2	44834256	44835310
Glyma.02g262500	2	44848705	44851315
Glyma.02g262600	2	44851627	44852151
Glyma.02g262700	2	44866628	44867155
Glyma.02g262800	2	44871870	44872394
Glyma.02g262900	2	44875176	44875700
Glyma.02g263000	2	44880917	44881441
Glyma.02g263100	2	44886072	44886596
Glyma.02g263200	2	44888097	44890653
Glyma.02g263300	2	44893842	44898824
Glyma.02g263400	2	44902677	44905201
Glyma.02g263500	2	44905409	44909750
Glyma.02g263600	2	44911180	44912636
Glyma.02g263700	2	44913033	44918409
Glyma.02g263800	2	44920607	44922437
Glyma.02g263900	2	44926221	44930413
Glyma.02g264000	2	44932306	44936896
Glyma.02g264100	2	44939573	44941621
Glyma.02g264200	2	44944548	44946886
Glyma.02g264300	2	44953122	44954422
Glyma.02g264400	2	44957920	44959475
Glyma.02g264500	2	44965319	44967014
Glyma.02g264600	2	44972947	44974269
Glyma.02g264700	2	44979872	44982156
Glyma.02g264800	2	44987598	44988119
Glyma.02g264900	2	44999013	45002560
Glyma.02g265000	2	45006425	45006760
Glyma.02g265100	2	45011264	45020973
Glyma.02g265200	2	45023283	45024372
Glyma.02g265300	2	45028090	45029287
Glyma.02g265400	2	45035956	45036890
Glyma.02g265500	2	45044246	45045417
Glyma.02g265600	2	45049290	45049819
Glyma.02g265700	2	45059017	45060529
Glyma.02g265800	2	45064502	45066268
Glyma.02g265900	2	45073475	45074323
Glyma.02g266000	2	45082654	45086251
Glyma.02g266100	2	45087569	45090076
Glyma.02g266200	2	45092859	45097191
Glyma.02g266300	2	45102116	45107373
Glyma.02g266400	2	45109907	45110431
Glyma.02g266500	2	45111700	45112047
Glyma.02g266600	2	45117663	45121400
Glyma.02g266700	2	45131059	45134696
Glyma.02g266800	2	45135645	45142455
Glyma.02g266900	2	45143254	45147258
Glyma.02g267000	2	45149237	45149395
Glyma.02g267100	2	45150988	45153982
Glyma.02g267200	2	45156247	45159144
Glyma.02g267300	2	45160565	45170401
Glyma.02g267400	2	45177546	45178996
Glyma.02g267500	2	45183008	45188165
Glyma.02g267600	2	45202307	45205631
Glyma.02g267700	2	45206250	45209364
Glyma.02g267800	2	45217023	45227434
Glyma.02g267900	2	45247639	45251739
Glyma.02g268000	2	45262242	45264179
Glyma.02g268100	2	45270021	45277353
Glyma.02g268200	2	45277440	45279284
Glyma.02g268300	2	45282042	45288610
Glyma.02g268400	2	45288992	45290523
Glyma.02g268500	2	45290055	45290478
Glyma.02g268600	2	45294568	45298172
