Glyma2.0	Glyma1.1	chromosome_number	start_mb	stop_mb
Glyma.11g035900	Glyma11g03850	11	2582663	2584648
Glyma.11g036000	Glyma11g03861	11	2596340	2601498
Glyma.11g036100	Glyma11g03870	11	2604997	2606479
Glyma.11g036200	Glyma11g03880	11	2607235	2611892
Glyma.11g036300	Glyma11g03890	11	2612676	2616354
Glyma.11g036400	Glyma11g03900	11	2620193	2621187
Glyma.11g036500	Glyma11g03910	11	2629636	2631289
Glyma.11g036600	Glyma11g03930	11	2635652	2640034
Glyma.11g036700	Glyma11g03940	11	2642437	2644845
Glyma.11g036800	Glyma11g03955	11	2647784	2660467
Glyma.11g036900	Glyma11g03970	11	2672593	2674284
Glyma.11g037000	Glyma11g03981	11	2677505	2678359
Glyma.11g037100	Glyma11g03990	11	2678678	2681764
Glyma.11g037200	Glyma11g04000	11	2685616	2687265
Glyma.11g037300	NA	11	2687909	2691750
Glyma.11g037400	Glyma11g04013	11	2693616	2698160
Glyma.11g037500	Glyma11g04020	11	2701254	2703508
Glyma.11g037600	Glyma11g04030	11	2704447	2708751
Glyma.11g037700	Glyma11g04040	11	2709227	2711411
Glyma.11g037800	NA	11	2711991	2712809
Glyma.11g037900	Glyma11g04060	11	2720733	2726514
Glyma.11g038000	Glyma11g04071	11	2728827	2733780
Glyma.11g038100	NA	11	2728828	2730046
Glyma.11g038200	NA	11	2729116	2729355
Glyma.11g038300	Glyma11g04080	11	2735774	2738084
Glyma.11g038400	Glyma11g04096	11	2747435	2749848
Glyma.11g038500	Glyma11g04113	11	2750496	2758704
Glyma.11g038600	Glyma11g04130	11	2759949	2761506
Glyma.11g038700	Glyma11g04140	11	2761557	2766671
Glyma.11g038800	Glyma11g04150	11	2768121	2772056
Glyma.11g038900	Glyma11g04160	11	2773818	2777295
Glyma.11g039000	Glyma11g04170	11	2779083	2783973
Glyma.11g039100	Glyma11g04180	11	2786085	2789533
Glyma.11g039200	Glyma11g04190	11	2792861	2794460
Glyma.11g039300	Glyma11g04200	11	2799251	2802051
Glyma.11g039400	Glyma11g04210	11	2804287	2807839
Glyma.11g039500	NA	11	2818851	2819512
Glyma.11g039600	Glyma11g04220	11	2826544	2828838
Glyma.11g039700	Glyma11g04240	11	2836230	2838703
Glyma.11g039800	Glyma11g04250	11	2857265	2858925
Glyma.11g039900	Glyma11g04260	11	2862878	2918234
Glyma.11g040000	Glyma11g04290	11	2924678	2940163
Glyma.11g040100	Glyma11g04301	11	2943695	2946202
Glyma.11g040200	Glyma11g04310	11	2948341	2961218
Glyma.11g040300	Glyma11g04320	11	2964358	2966331
Glyma.11g040400	Glyma11g04330	11	2967679	2971565
Glyma.11g040500	NA	11	2972500	2977833
Glyma.11g040600	Glyma11g04360	11	2979723	2980929
Glyma.11g040700	Glyma11g04370	11	2981582	2983645
Glyma.11g040800	Glyma11g04380	11	2985803	2988541
Glyma.11g040900	Glyma11g04390	11	2989392	2991633
Glyma.11g041000	Glyma11g04405	11	2993281	2994228
Glyma.11g041100	Glyma11g04420	11	2995203	2997768
Glyma.11g041200	Glyma11g04430	11	3000992	3005362
Glyma.11g041300	Glyma11g04441	11	3014232	3022465
Glyma.11g041400	Glyma11g04450	11	3027350	3032468
Glyma.11g041500	NA	11	3040944	3041279
Glyma.11g041600	Glyma11g04460	11	3042036	3048418
Glyma.11g041700	NA	11	3049327	3050695
Glyma.11g041800	Glyma11g04480	11	3052335	3055006
Glyma.11g041900	Glyma11g04490	11	3057122	3059841
Glyma.11g042000	Glyma11g04500	11	3060731	3067543
Glyma.11g042100	Glyma11g04520	11	3085881	3088864
Glyma.11g042200	Glyma11g04530	11	3090092	3092086
Glyma.11g042300	Glyma11g04540	11	3101173	3106666
Glyma.11g042400	Glyma11g04560	11	3107428	3109228
Glyma.11g042500	Glyma11g04570	11	3111713	3115280
Glyma.11g042600	Glyma11g04580	11	3117901	3121711
Glyma.11g042700	Glyma11g04590	11	3125724	3127703
Glyma.11g042800	Glyma11g04600	11	3128829	3134403
Glyma.11g042900	Glyma11g04610	11	3139534	3143800
Glyma.11g043000	Glyma11g04620	11	3146189	3149695
Glyma.11g043100	Glyma11g04630	11	3156212	3156964
Glyma.11g043200	Glyma11g04640	11	3175344	3177077
Glyma.11g043300	Glyma11g04650	11	3190332	3193808
Glyma.11g043400	Glyma11g04660	11	3194952	3198457
Glyma.11g043500	Glyma11g04671	11	3205811	3212136
Glyma.11g043600	Glyma11g04681	11	3217780	3220691
Glyma.11g043700	Glyma11g04690	11	3230808	3233276
Glyma.11g043800	Glyma11g04700	11	3244624	3248781
Glyma.11g043900	Glyma11g04720	11	3252904	3256995
Glyma.11g044000	NA	11	3260076	3262323
Glyma.11g044100	Glyma11g04740	11	3266985	3270353
Glyma.11g044200	Glyma11g04750	11	3274040	3276551
Glyma.11g044300	Glyma11g04762	11	3278760	3282083
Glyma.11g044400	Glyma11g04774	11	3284239	3285930
Glyma.11g044500	Glyma11g04787	11	3288912	3292294
Glyma.11g044600	Glyma11g04800	11	3292390	3294591
Glyma.11g044700	Glyma11g04810	11	3298533	3300166
Glyma.11g044800	Glyma11g04820	11	3311085	3313238
Glyma.11g044900	NA	11	3313587	3315009
Glyma.11g045000	Glyma11g04831	11	3319115	3320325
Glyma.11g045100	Glyma11g04840	11	3326055	3327915
Glyma.11g045200	Glyma11g04855	11	3337358	3341138
Glyma.11g045300	Glyma11g04870	11	3344386	3350248
Glyma.11g045400	Glyma11g04880	11	3358085	3360313
Glyma.11g045500	NA	11	3374220	3376515
Glyma.11g045600	Glyma11g04890	11	3379030	3381262
Glyma.11g045700	Glyma11g04900	11	3401221	3403303
Glyma.11g045800	Glyma11g04910	11	3414234	3418061
Glyma.11g045900	Glyma11g04920	11	3434164	3434676
Glyma.11g046000	Glyma11g04930	11	3452189	3453002
Glyma.11g046100	Glyma11g04941	11	3455388	3457173
Glyma.11g046200	Glyma11g04950	11	3457544	3462135
Glyma.11g046300	Glyma11g04960	11	3464405	3466819
Glyma.11g046400	Glyma11g04970	11	3468797	3469599
Glyma.11g046500	Glyma11g04980	11	3477604	3480726
Glyma.11g046600	Glyma11g05000	11	3492763	3494104
Glyma.11g046700	Glyma11g05010	11	3495203	3497030
Glyma.11g046800	Glyma11g05020	11	3497164	3498701
Glyma.11g046900	Glyma11g05030	11	3504227	3507468
Glyma.11g047000	Glyma11g05040	11	3512702	3520599
Glyma.11g047100	NA	11	3520732	3521175
Glyma.11g047200	Glyma11g05060	11	3526576	3534650
Glyma.11g047300	Glyma11g05070	11	3536374	3540892
Glyma.11g047400	Glyma11g05080	11	3541944	3545106
Glyma.11g047500	Glyma11g05090	11	3550246	3553065
Glyma.11g047600	Glyma11g05100	11	3555255	3559848
Glyma.11g047700	Glyma11g05110	11	3562284	3564548
Glyma.11g047800	Glyma11g05130	11	3568992	3574381
Glyma.11g047900	Glyma11g05140	11	3575516	3579883
Glyma.11g048000	Glyma11g05150	11	3581342	3585708
Glyma.11g048100	Glyma11g05160	11	3587578	3589297
Glyma.11g048200	Glyma11g05170	11	3590708	3594278
Glyma.11g048300	Glyma11g05190	11	3601241	3607177
Glyma.11g048400	Glyma11g05200	11	3607209	3613592
Glyma.11g048500	Glyma11g05211	11	3621762	3624268
Glyma.11g048600	Glyma11g05220	11	3634128	3639401
Glyma.11g048700	Glyma11g05230	11	3652208	3654208
Glyma.11g048800	Glyma11g05240	11	3666766	3668758
Glyma.11g048900	Glyma11g05250	11	3687870	3691772
Glyma.11g049000	Glyma11g05260	11	3691312	3691485
Glyma.11g049100	Glyma11g05275	11	3696698	3699044
Glyma.11g049200	Glyma11g05270	11	3697130	3697291
Glyma.11g049300	Glyma11g05280	11	3704401	3706190
Glyma.11g049400	Glyma11g05291	11	3714047	3714976
Glyma.11g049500	NA	11	3716994	3718044
Glyma.11g049600	Glyma11g05300	11	3718947	3721456
Glyma.11g049700	Glyma11g05310	11	3731308	3734534
Glyma.11g049800	Glyma11g05320	11	3736041	3740133
Glyma.11g049900	Glyma11g05330	11	3743587	3747794
Glyma.11g050000	Glyma11g05340	11	3750382	3756334
Glyma.11g050100	Glyma11g05351	11	3757962	3759866
Glyma.11g050200	Glyma11g05360	11	3761037	3762845
Glyma.11g050300	Glyma11g05370	11	3765453	3771565
Glyma.11g050400	Glyma11g05380	11	3772007	3776902
Glyma.11g050500	Glyma11g05390	11	3778152	3782174
Glyma.11g050600	Glyma11g05400	11	3779988	3786583
Glyma.11g050700	Glyma11g05410	11	3788101	3790802
Glyma.11g050800	Glyma11g05420	11	3795766	3797517
Glyma.11g050900	Glyma11g05430	11	3800970	3805086
Glyma.11g051000	Glyma11g05440	11	3810022	3811948
Glyma.11g051100	Glyma11g05451	11	3814809	3820833
Glyma.11g051200	Glyma11g05460	11	3824806	3826515
Glyma.11g051300	Glyma11g05470	11	3831488	3833186
Glyma.11g051400	Glyma11g05490	11	3837075	3843167
Glyma.11g051500	Glyma11g05500	11	3844521	3847962
Glyma.11g051600	Glyma11g05510	11	3857225	3859564
Glyma.11g051700	Glyma11g05524	11	3875359	3886366
Glyma.11g051800	Glyma11g05532	11	3891456	3893535
Glyma.11g051900	Glyma11g05540	11	3897840	3898978
Glyma.11g052000	Glyma11g05545	11	3901463	3901681
Glyma.11g052100	Glyma11g05550	11	3908459	3910505
Glyma.11g052200	Glyma11g05560	11	3930652	3934025
Glyma.11g052300	Glyma11g05570	11	3934868	3935520
Glyma.11g052400	NA	11	3936209	3937774
Glyma.11g052500	Glyma11g05591	11	3954040	3956332
Glyma.11g052600	Glyma11g05600	11	3960103	3962168
Glyma.11g052700	Glyma11g05610	11	3963654	3971584
Glyma.11g052800	Glyma11g05620	11	3972262	3974856
Glyma.11g052900	Glyma11g05630	11	3976314	3977843
Glyma.11g053000	Glyma11g05640	11	3983555	3987585
Glyma.11g053100	Glyma11g05650	11	3994641	3996435
Glyma.11g053200	Glyma11g05660	11	3998778	4000761
Glyma.11g053300	Glyma11g05670	11	4004110	4007669
Glyma.11g053400	Glyma11g05680	11	4009140	4011768
Glyma.11g053500	Glyma11g05691	11	4013571	4016910
Glyma.11g053600	Glyma11g05700	11	4027615	4028148
Glyma.11g053700	Glyma11g05710	11	4029512	4033266
Glyma.11g053800	Glyma11g05720	11	4048455	4052090
Glyma.11g053900	Glyma11g05740	11	4063575	4069656
Glyma.11g054000	Glyma11g05750	11	4070722	4073170
Glyma.11g054100	Glyma11g05760	11	4077182	4086815
Glyma.11g054200	Glyma11g05770	11	4088724	4093013
Glyma.11g054300	Glyma11g05780	11	4093698	4096811
Glyma.11g054400	Glyma11g05790	11	4100073	4102419
Glyma.11g054500	Glyma11g05800	11	4104145	4106964
Glyma.11g0546002	NA	11	4115043	4115603
Glyma.11g0546001	NA	11	4116288	4119025
Glyma.11g054700	NA	11	4121615	4125297
Glyma.11g054800	Glyma11g05830	11	4128533	4132491
Glyma.11g054900	Glyma11g05840	11	4130454	4136422
Glyma.11g055000	Glyma11g05870	11	4148120	4148967
Glyma.11g055100	Glyma11g05880	11	4153689	4155005
Glyma.11g055200	Glyma11g05900	11	4163221	4164137
Glyma.11g055300	Glyma11g05920	11	4170345	4171530
Glyma.11g055400	Glyma11g05931	11	4184028	4190409
Glyma.11g055500	Glyma11g05940	11	4194367	4199960
Glyma.11g055600	Glyma11g05951	11	4200285	4203022
Glyma.11g055700	Glyma11g05960	11	4207710	4216150
Glyma.11g055800	Glyma11g05970	11	4220955	4221185
Glyma.11g055900	Glyma11g05980	11	4221420	4223125
Glyma.11g056000	Glyma11g05990	11	4234567	4239763
Glyma.11g056100	Glyma11g06000	11	4246705	4248880
Glyma.11g056200	Glyma11g06010	11	4254959	4257382
Glyma.11g056300	NA	11	4255281	4255406
Glyma.11g056400	Glyma11g06020	11	4259181	4260890
Glyma.11g056500	Glyma11g06030	11	4265079	4266558
Glyma.11g056600	Glyma11g06040	11	4272400	4273766
Glyma.11g056700	Glyma11g06050	11	4282555	4284383
Glyma.11g056800	NA	11	4296965	4298290
Glyma.11g056900	Glyma11g06070	11	4298795	4300993
Glyma.11g057000	Glyma11g06080	11	4304933	4309655
Glyma.11g057100	Glyma11g06090	11	4313411	4314027
Glyma.11g057200	Glyma11g06101	11	4320409	4321206
Glyma.11g057300	Glyma11g06111	11	4326263	4326902
Glyma.11g057400	NA	11	4332503	4333352
Glyma.11g057500	Glyma11g06121	11	4341698	4347460
Glyma.11g057600	Glyma11g06130	11	4352469	4357731
Glyma.11g057700	Glyma11g06141	11	4358078	4359945
Glyma.11g057800	Glyma11g06150	11	4361981	4364146
Glyma.11g057900	Glyma11g06160	11	4367145	4369966
Glyma.11g058000	Glyma11g06170	11	4370574	4376076
Glyma.11g058100	Glyma11g06180	11	4384247	4386065
Glyma.11g058200	Glyma11g06191	11	4390109	4390700
Glyma.11g058300	Glyma11g06200	11	4392607	4397689
Glyma.11g058400	Glyma11g06210	11	4409851	4413688
Glyma.11g058500	Glyma11g06220	11	4417029	4423791
Glyma.11g058600	Glyma11g06230	11	4425323	4427642
Glyma.11g058700	Glyma11g06240	11	4439311	4444665
Glyma.11g058800	Glyma11g06250	11	4445957	4452776
Glyma.11g058900	Glyma11g06260	11	4453433	4458456
Glyma.11g059000	Glyma11g06270	11	4461114	4465214
Glyma.11g059100	Glyma11g06280	11	4467115	4468805
Glyma.11g059200	Glyma11g06290	11	4474609	4478620
Glyma.11g059300	Glyma11g06300	11	4484313	4486033
Glyma.11g059400	NA	11	4504902	4505174
Glyma.11g059500	Glyma11g06320	11	4506188	4508305
Glyma.11g059600	Glyma11g06340	11	4509492	4514308
Glyma.11g059700	Glyma11g06350	11	4515386	4520624
Glyma.11g059800	Glyma11g06360	11	4522087	4524202
Glyma.11g059900	Glyma11g06370	11	4527512	4530586
Glyma.11g060000	NA	11	4532292	4534084
Glyma.11g060100	Glyma11g06390	11	4535093	4537564
Glyma.11g060200	Glyma11g06400	11	4545030	4548660
Glyma.11g060300	Glyma11g06410	11	4546919	4553871
Glyma.11g060400	Glyma11g06420	11	4556602	4558590
Glyma.11g060500	Glyma11g06430	11	4562476	4563245
Glyma.11g060600	Glyma11g06440	11	4563881	4567461
Glyma.11g060700	Glyma11g06451	11	4569714	4571506
Glyma.11g060800	Glyma11g06460	11	4571782	4573464
Glyma.11g060900	Glyma11g06470	11	4575421	4576396
Glyma.11g061000	Glyma11g06480	11	4576441	4579697
Glyma.11g061100	NA	11	4581120	4582200
Glyma.11g061200	Glyma11g06500	11	4583941	4587288
Glyma.11g061300	Glyma11g06510	11	4591202	4593257
Glyma.11g061400	Glyma11g06520	11	4595181	4597437
Glyma.11g061500	NA	11	4598400	4599037
Glyma.11g061600	Glyma11g06540	11	4599151	4601120
Glyma.11g061700	Glyma11g06565	11	4601953	4624874
Glyma.11g061800	Glyma11g06590	11	4632831	4633552
Glyma.11g061900	Glyma11g06600	11	4645540	4646525
Glyma.11g062000	Glyma11g06611	11	4650587	4655679
Glyma.11g062100	Glyma11g06620	11	4663729	4677280
Glyma.11g062200	Glyma11g06630	11	4683524	4687302
Glyma.11g062300	Glyma11g06640	11	4694478	4702680
Glyma.11g062400	Glyma11g06651	11	4720040	4726569
Glyma.11g062500	Glyma11g06660	11	4729971	4733465
Glyma.11g062600	Glyma11g06690	11	4736775	4739370
Glyma.11g062700	Glyma11g06700	11	4750446	4752843
Glyma.11g062800	NA	11	4759832	4762048
Glyma.11g062900	Glyma11g06720	11	4763004	4775461
Glyma.11g063000	Glyma11g06730	11	4775999	4778673
Glyma.11g063100	Glyma11g06740	11	4779592	4781813
Glyma.11g063200	Glyma11g06750	11	4784434	4786338
Glyma.11g063300	Glyma11g06761	11	4788340	4789865
Glyma.11g063400	Glyma11g06770	11	4793316	4797792
Glyma.11g063500	Glyma11g06780	11	4800168	4802119
Glyma.11g063600	Glyma11g06790	11	4804703	4806215
Glyma.11g063700	Glyma11g06800	11	4808753	4811331
Glyma.11g063800	Glyma11g06811	11	4812503	4815005
Glyma.11g063900	Glyma11g06820	11	4822121	4823806
Glyma.11g064000	Glyma11g06830	11	4830389	4834176
Glyma.11g064100	Glyma11g06840	11	4834647	4836548
Glyma.11g064200	Glyma11g06850	11	4842312	4842656
Glyma.11g064300	Glyma11g06865	11	4849799	4851673
Glyma.11g064400	Glyma11g06880	11	4859599	4861676
Glyma.11g064500	Glyma11g06900	11	4870744	4877710
Glyma.11g064600	Glyma11g06911	11	4882718	4886331
Glyma.11g064700	Glyma11g06920	11	4893412	4895705
Glyma.11g064800	Glyma11g06940	11	4909763	4912078
Glyma.11g064900	Glyma11g06950	11	4911274	4911441
Glyma.11g065000	Glyma11g06960	11	4916855	4922192
Glyma.11g065100	Glyma11g06970	11	4922544	4926894
Glyma.11g065200	Glyma11g06980	11	4929717	4931267
Glyma.11g065300	Glyma11g06990	11	4940578	4942271
Glyma.11g065400	NA	11	4942413	4943065
Glyma.11g065500	Glyma11g07000	11	4945511	4948952
Glyma.11g065600	Glyma11g07006	11	4951470	4951745
Glyma.11g065700	Glyma11g07013	11	4952407	4954342
Glyma.11g065800	Glyma11g07020	11	4955784	4958714
Glyma.11g065900	Glyma11g07030	11	4958846	4961961
Glyma.11g066000	Glyma11g07040	11	4966321	4971081
Glyma.11g066100	Glyma11g07050	11	4972409	4974601
Glyma.11g066200	Glyma11g07060	11	4975725	4975886
Glyma.11g066300	Glyma11g07070	11	4976624	4978892
Glyma.11g066400	Glyma11g07080	11	4984167	4987080
Glyma.11g066500	Glyma11g07090	11	4994923	4997308
Glyma.11g066600	Glyma11g07100	11	5000395	5002873
Glyma.11g066700	Glyma11g07110	11	5007407	5009718
Glyma.11g066800	Glyma11g07125	11	5012182	5016160
Glyma.11g066900	Glyma11g07140	11	5016536	5019082
Glyma.11g067000	Glyma11g07150	11	5021150	5028011
Glyma.11g067100	Glyma11g07160	11	5030822	5031812
Glyma.11g067200	Glyma11g07175	11	5033165	5037491
Glyma.11g067300	Glyma11g07200	11	5038254	5043697
Glyma.11g067400	Glyma11g07210	11	5047051	5048777
Glyma.11g067500	Glyma11g07220	11	5050591	5057101
Glyma.11g067600	Glyma11g07230	11	5059255	5065312
Glyma.11g067700	Glyma11g07240	11	5084791	5089804
Glyma.11g067800	Glyma11g07250	11	5093882	5100937
Glyma.11g067900	Glyma11g07260	11	5104849	5105852
Glyma.11g068000	Glyma11g07271	11	5113168	5116470
Glyma.11g068100	Glyma11g07281	11	5117760	5118907
Glyma.11g068200	Glyma11g07290	11	5120552	5123733
Glyma.11g068300	Glyma11g07300	11	5126476	5133648
Glyma.11g068400	Glyma11g07310	11	5137300	5140645
Glyma.11g068500	Glyma11g07330	11	5141440	5143947
Glyma.11g068600	Glyma11g07340	11	5145218	5153335
Glyma.11g068700	Glyma11g07350	11	5159585	5161138
Glyma.11g068800	Glyma11g07360	11	5174798	5177902
Glyma.11g068900	Glyma11g07370	11	5179525	5181597
Glyma.11g069000	Glyma11g07380	11	5182663	5188835
Glyma.11g069100	Glyma11g07390	11	5190673	5193547
Glyma.11g069200	NA	11	5198642	5200200
Glyma.11g069300	Glyma11g07400	11	5211340	5217107
Glyma.11g069400	Glyma11g07410	11	5217819	5220924
Glyma.11g069500	Glyma11g07420	11	5231970	5235047
Glyma.11g069600	Glyma11g07430	11	5237575	5240089
Glyma.11g069700	Glyma11g07441	11	5240442	5242232
Glyma.11g069800	Glyma11g07450	11	5242588	5245264
Glyma.11g069900	Glyma11g07460	11	5246765	5247153
Glyma.11g070000	Glyma11g07470	11	5247674	5249016
Glyma.11g070100	Glyma11g07480	11	5251821	5255379
Glyma.11g070200	Glyma11g07490	11	5258153	5262782
Glyma.11g070300	Glyma11g07496	11	5264434	5266437
Glyma.11g070400	NA	11	5267933	5269909
Glyma.11g070500	Glyma11g07510	11	5273807	5275911
Glyma.11g070600	Glyma11g07516	11	5278847	5280644
Glyma.11g070700	Glyma11g07523	11	5282926	5287258
Glyma.11g070800	Glyma11g07530	11	5288501	5292009
Glyma.11g070900	Glyma11g07540	11	5293140	5296932
Glyma.11g071000	Glyma11g07550	11	5299628	5306242
Glyma.11g071100	Glyma11g07560	11	5307866	5308634
Glyma.11g071200	Glyma11g07571	11	5311943	5314665
Glyma.11g071300	Glyma11g07580	11	5321150	5323978
Glyma.11g071400	Glyma11g07590	11	5323996	5328233
Glyma.11g071500	Glyma11g07610	11	5333407	5334383
Glyma.11g071600	Glyma11g07620	11	5339729	5343870
Glyma.11g071700	Glyma11g07640	11	5353139	5355303
Glyma.11g071800	Glyma11g07650	11	5359282	5361174
Glyma.11g071900	Glyma11g07661	11	5362419	5368234
Glyma.11g072000	Glyma11g07670	11	5374243	5377354
Glyma.11g072100	Glyma11g07680	11	5375751	5381570
Glyma.11g072200	Glyma11g07690	11	5386164	5387631
Glyma.11g072300	Glyma11g07700	11	5387737	5391438
Glyma.11g072400	NA	11	5412627	5425874
Glyma.11g072500	Glyma11g07710	11	5419141	5422289
Glyma.11g072600	NA	11	5422386	5423067
Glyma.11g072700	Glyma11g07720	11	5430614	5437806
Glyma.11g072800	Glyma11g07730	11	5438978	5441151
Glyma.11g072900	Glyma11g07740	11	5442522	5444469
Glyma.11g073000	Glyma11g07750	11	5447829	5450315
Glyma.11g073100	Glyma11g07760	11	5452404	5458366
Glyma.11g073200	Glyma11g07771	11	5466266	5468067
Glyma.11g073300	Glyma11g07780	11	5471609	5477576
Glyma.11g073400	Glyma11g07790	11	5479501	5483217
Glyma.11g073500	Glyma11g07801	11	5483971	5485720
Glyma.11g073600	Glyma11g07810	11	5491229	5495573
Glyma.11g073700	Glyma11g07820	11	5499978	5503048
Glyma.11g073800	Glyma11g07830	11	5507051	5509036
Glyma.11g073900	Glyma11g07840	11	5510990	5515775
Glyma.11g074000	Glyma11g07845	11	5526946	5527152
Glyma.11g074100	Glyma11g07850	11	5535750	5539054
Glyma.11g074200	Glyma11g07861	11	5541418	5542423
Glyma.11g074300	Glyma11g07871	11	5543035	5548091
Glyma.11g074400	Glyma11g07881	11	5547871	5553041
Glyma.11g074500	NA	11	5558806	5559385
Glyma.11g074600	Glyma11g07890	11	5563623	5570460
Glyma.11g074700	Glyma11g07900	11	5575520	5576996
Glyma.11g074800	Glyma11g07910	11	5580297	5586857
Glyma.11g074900	Glyma11g07930	11	5593155	5596693
Glyma.11g075000	Glyma11g07940	11	5598647	5600229
Glyma.11g075100	Glyma11g07950	11	5606833	5615672
Glyma.11g075200	Glyma11g07970	11	5620558	5625198
Glyma.11g075300	Glyma11g07980	11	5629208	5631398
Glyma.11g075400	Glyma11g07990	11	5649055	5653943
Glyma.11g075500	Glyma11g08000	11	5658652	5659802
Glyma.11g075600	Glyma11g08010	11	5662222	5667003
Glyma.11g075700	Glyma11g08020	11	5667004	5668865
Glyma.11g075800	Glyma11g08031	11	5670457	5674105
Glyma.11g075900	Glyma11g08041	11	5678664	5681623
Glyma.11g076000	Glyma11g08050	11	5688314	5689998
Glyma.11g076100	Glyma11g08061	11	5691483	5696077
Glyma.11g076200	Glyma11g08070	11	5700637	5701432
Glyma.11g076300	Glyma11g08080	11	5708575	5709840
Glyma.11g076400	NA	11	5711664	5712637
Glyma.11g076500	Glyma11g08091	11	5718133	5719720
Glyma.11g076600	Glyma11g08100	11	5733104	5739708
Glyma.11g076700	Glyma11g08110	11	5741103	5743755
Glyma.11g076800	Glyma11g08120	11	5744977	5746520
Glyma.11g076900	Glyma11g08131	11	5749759	5750693
Glyma.11g077000	Glyma11g08140	11	5751201	5783272
Glyma.11g077100	NA	11	5785246	5785542
Glyma.11g077200	Glyma11g08160	11	5785880	5787797
Glyma.11g077300	Glyma11g08180	11	5795953	5801540
Glyma.11g077400	Glyma11g08190	11	5808747	5809882
Glyma.11g077500	Glyma11g08210	11	5823379	5825992
Glyma.11g077600	Glyma11g08230	11	5838011	5841370
Glyma.11g077700	Glyma11g08240	11	5845936	5847989
Glyma.11g077800	Glyma11g08250	11	5859113	5861305
Glyma.11g077900	Glyma11g08260	11	5867279	5869126
Glyma.11g078000	Glyma11g08275	11	5869398	5874647
Glyma.11g078100	Glyma11g08290	11	5877078	5883528
Glyma.11g078200	Glyma11g08300	11	5885675	5891247
Glyma.11g078300	Glyma11g08310	11	5897790	5907341
Glyma.11g078400	Glyma11g08320	11	5909639	5912304
Glyma.11g0785002	NA	11	5913292	5916915
Glyma.11g0785001	NA	11	5917063	5917166
Glyma.11g078600	Glyma11g08340	11	5919282	5922385
Glyma.11g078700	Glyma11g08350	11	5924116	5927990
Glyma.11g078800	Glyma11g08360	11	5930818	5933005
Glyma.11g078900	Glyma11g08365	11	5932586	5935392
Glyma.11g079000	Glyma11g08370	11	5937276	5941473
Glyma.11g079100	Glyma11g08380	11	5942880	5945544
Glyma.11g079200	Glyma11g08390	11	5946944	5955940
Glyma.11g079300	Glyma11g08400	11	5960613	5960978
Glyma.11g079400	Glyma11g08420	11	5968738	5974185
Glyma.11g079500	Glyma11g08430	11	5979267	5985576
Glyma.11g079600	Glyma11g08440	11	5987638	5989759
Glyma.11g079700	Glyma11g08450	11	5991289	5992851
Glyma.11g079800	Glyma11g08470	11	5995314	5996613
Glyma.11g079900	Glyma11g08480	11	5999169	6000451
Glyma.11g080000	NA	11	6005401	6006947
Glyma.11g080100	Glyma11g08500	11	6018320	6023418
Glyma.11g080200	Glyma11g08510	11	6027758	6029576
Glyma.11g080300	Glyma11g08520	11	6030076	6031938
Glyma.11g080400	Glyma11g08530	11	6036330	6040326
Glyma.11g080500	Glyma11g08540	11	6045490	6048516
Glyma.11g080600	Glyma11g08550	11	6058457	6066818
Glyma.11g080700	Glyma11g08560	11	6068106	6071401
Glyma.11g080800	Glyma11g08570	11	6079536	6081820
Glyma.11g080900	Glyma11g08580	11	6083715	6086922
Glyma.11g081000	Glyma11g08590	11	6087915	6088796
Glyma.11g081100	Glyma11g08601	11	6090248	6091010
Glyma.11g081200	Glyma11g08610	11	6094537	6103135
Glyma.11g081300	Glyma11g08621	11	6104383	6105246
Glyma.11g081400	Glyma11g08630	11	6108044	6110855
Glyma.11g081500	Glyma11g08640	11	6113534	6121086
Glyma.11g081600	Glyma11g08650	11	6126542	6131012
Glyma.11g081700	Glyma11g08660	11	6132883	6137231
Glyma.11g081800	Glyma11g08680	11	6143925	6147082
Glyma.11g081900	Glyma11g08690	11	6148664	6152301
Glyma.11g082000	Glyma11g08700	11	6155646	6158571
Glyma.11g082100	Glyma11g08710	11	6160196	6161117
Glyma.11g082200	Glyma11g08720	11	6175365	6184605
Glyma.11g082300	Glyma11g08730	11	6185688	6188813
Glyma.11g082400	Glyma11g08740	11	6191180	6194211
Glyma.11g082500	Glyma11g08750	11	6199610	6201527
Glyma.11g082600	Glyma11g08760	11	6203817	6209938
Glyma.11g082700	Glyma11g08770	11	6211443	6215938
Glyma.11g082800	Glyma11g08780	11	6221273	6229354
Glyma.11g082900	Glyma11g08790	11	6232129	6233067
Glyma.11g083000	Glyma11g08800	11	6237429	6238491
Glyma.11g083100	Glyma11g08810	11	6239967	6242268
Glyma.11g083200	Glyma11g08820	11	6245591	6246466
Glyma.11g083300	Glyma11g08830	11	6254033	6254848
Glyma.11g083400	Glyma11g08840	11	6256998	6257711
Glyma.11g083500	Glyma11g08850	11	6260432	6261499
Glyma.11g083600	Glyma11g08861	11	6265374	6277820
Glyma.11g083700	Glyma11g08870	11	6279503	6280405
Glyma.11g083800	Glyma11g08890	11	6285020	6295194
Glyma.11g083900	Glyma11g08905	11	6304911	6305972
Glyma.11g084000	Glyma11g08920	11	6306788	6310937
Glyma.11g084100	Glyma11g08931	11	6320131	6325155
Glyma.11g0842002	NA	11	6327560	6335507
Glyma.11g0842001	NA	11	6335902	6337749
Glyma.11g084300	Glyma11g08945	11	6340163	6340882
Glyma.11g084400	Glyma11g08950	11	6342649	6344632
